index	Chrs	start	end	number	genome
737	Chr06	62100000	62200000	1	A
738	Chr06	65100000	65200000	2	A
739	Chr06	66400000	66500000	0	A
740	Chr06	66700000	66800000	1	A
741	Chr06	70450000	70550000	1	A
742	Chr06	71150000	71250000	0	A
743	Chr06	72000000	72100000	1	A
744	Chr06	75750000	75850000	1	A
745	Chr06	76600000	76700000	1	A
746	Chr06	78450000	78550000	0	A
747	Chr06	78750000	78850000	0	A
748	Chr06	79150000	79250000	1	A
749	Chr06	81650000	81750000	3	A
750	Chr06	83450000	83550000	2	A
751	Chr06	83750000	83850000	1	A
752	Chr06	84250000	84350000	0	A
753	Chr06	85050000	85150000	3	A
754	Chr06	85850000	85950000	3	A
755	Chr06	87150000	87250000	1	A
756	Chr06	88250000	88350000	3	A
757	Chr06	88550000	88650000	2	A
758	Chr06	88900000	89000000	1	A
759	Chr06	89200000	89300000	1	A
760	Chr06	90700000	90800000	5	A
761	Chr06	92350000	92450000	2	A
762	Chr06	93950000	94050000	5	A
763	Chr06	94500000	94600000	4	A
764	Chr06	94950000	95050000	0	A
765	Chr06	95750000	95850000	1	A
766	Chr06	96200000	96300000	1	A
767	Chr06	98950000	99050000	2	A
768	Chr06	101050000	101150000	3	A
769	Chr06	102850000	102950000	2	A
770	Chr06	103650000	103750000	9	A
771	Chr06	104400000	104500000	2	A
772	Chr06	104700000	104800000	5	A
773	Chr06	110550000	110650000	1	A
774	Chr06	111000000	111100000	3	A
775	Chr06	113450000	113550000	3	A
776	Chr06	114100000	114200000	1	A
777	Chr06	114500000	114600000	1	A
778	Chr06	115050000	115150000	0	A
779	Chr06	117000000	117100000	3	A
780	Chr06	117500000	117600000	0	A
781	Chr06	118050000	118150000	2	A
782	Chr06	121150000	121250000	3	A
783	Chr06	121700000	121800000	4	A
784	Chr06	122250000	122350000	5	A
785	Chr06	123050000	123150000	3	A
786	Chr06	124350000	124450000	3	A
787	Chr06	124850000	124950000	4	A
788	Chr06	125250000	125350000	7	A
789	Chr06	126000000	126100000	6	A
790	Chr06	126350000	126450000	3	A
791	Chr06	127500000	127600000	7	A
792	Chr06	128450000	128550000	1	A
793	Chr06	135300000	135400000	12	A
794	Chr06	136050000	136150000	5	A
795	Chr06	136500000	136600000	8	A
796	Chr06	138050000	138150000	6	A
797	Chr06	138450000	138550000	5	A
798	Chr06	138800000	138900000	7	A
799	Chr06	140300000	140400000	6	A
800	Chr06	143250000	143350000	20	A
801	Chr06	0	50000	7	A
802	Chr06	2650000	2750000	11	A
803	Chr06	6950000	7050000	7	A
804	Chr06	7500000	7600000	9	A
805	Chr06	10500000	10600000	2	A
806	Chr06	14550000	14650000	2	A
807	Chr06	22300000	22400000	3	A
808	Chr06	26350000	26450000	1	A
809	Chr06	28200000	28300000	3	A
810	Chr06	33450000	33550000	2	A
811	Chr06	34100000	34200000	0	A
812	Chr06	46550000	46650000	3	A
813	Chr06	64750000	64850000	1	A
814	Chr06	67900000	68000000	0	A
815	Chr06	74850000	74950000	1	A
816	Chr06	75250000	75350000	0	A
817	Chr06	78000000	78100000	0	A
818	Chr06	80900000	81000000	3	A
819	Chr06	82600000	82700000	2	A
820	Chr06	83100000	83200000	1	A
821	Chr06	84550000	84650000	1	A
822	Chr06	91100000	91200000	3	A
823	Chr06	92800000	92900000	2	A
824	Chr06	97400000	97500000	1	A
825	Chr06	98200000	98300000	3	A
826	Chr06	100550000	100650000	0	A
827	Chr06	105000000	105100000	3	A
828	Chr06	106450000	106550000	8	A
829	Chr06	106850000	106950000	9	A
830	Chr06	108550000	108650000	5	A
831	Chr06	109850000	109950000	2	A
832	Chr06	112600000	112700000	6	A
833	Chr06	116400000	116500000	1	A
834	Chr06	119300000	119400000	2	A
835	Chr06	123500000	123600000	3	A
836	Chr06	133450000	133550000	3	A
837	Chr06	136850000	136950000	11	A
838	Chr06	139350000	139450000	9	A
839	Chr07	25150000	25250000	3	A
840	Chr07	58650000	58750000	4	A
841	Chr07	3050000	3150000	12	A
842	Chr07	59750000	59850000	3	A
843	Chr07	66050000	66150000	1	A
844	Chr07	81700000	81800000	7	A
845	Chr07	85950000	86050000	6	A
846	Chr07	101650000	101750000	10	A
847	Chr07	300000	400000	11	A
848	Chr07	900000	1000000	15	A
849	Chr07	1400000	1500000	9	A
850	Chr07	1800000	1900000	7	A
851	Chr07	2300000	2400000	8	A
852	Chr07	5450000	5550000	14	A
853	Chr07	7850000	7950000	2	A
854	Chr07	8600000	8700000	6	A
855	Chr07	10000000	10100000	1	A
856	Chr07	10550000	10650000	0	A
857	Chr07	11350000	11450000	5	A
858	Chr07	12000000	12100000	4	A
859	Chr07	12650000	12750000	6	A
860	Chr07	14400000	14500000	4	A
861	Chr07	14800000	14900000	5	A
862	Chr07	15450000	15550000	3	A
863	Chr07	16600000	16700000	4	A
864	Chr07	17150000	17250000	4	A
865	Chr07	18700000	18800000	1	A
866	Chr07	21400000	21500000	5	A
867	Chr07	23900000	24000000	2	A
868	Chr07	24300000	24400000	1	A
869	Chr07	25550000	25650000	3	A
870	Chr07	25950000	26050000	2	A
871	Chr07	27850000	27950000	2	A
872	Chr07	28700000	28800000	1	A
873	Chr07	31700000	31800000	1	A
874	Chr07	32200000	32300000	2	A
875	Chr07	34200000	34300000	3	A
876	Chr07	35450000	35550000	0	A
877	Chr07	37000000	37100000	0	A
878	Chr07	39300000	39400000	1	A
879	Chr07	43550000	43650000	7	A
880	Chr07	44950000	45050000	5	A
881	Chr07	49150000	49250000	1	A
882	Chr07	49500000	49600000	4	A
883	Chr07	50450000	50550000	0	A
884	Chr07	51600000	51700000	2	A
885	Chr07	54700000	54800000	2	A
886	Chr07	56750000	56850000	4	A
887	Chr07	57500000	57600000	2	A
888	Chr07	58100000	58200000	4	A
889	Chr07	61000000	61100000	4	A
890	Chr07	61250000	61350000	2	A
891	Chr07	62700000	62800000	2	A
892	Chr07	63350000	63450000	2	A
893	Chr07	63800000	63900000	6	A
894	Chr07	64000000	64100000	2	A
895	Chr07	65050000	65150000	2	A
896	Chr07	67350000	67450000	5	A
897	Chr07	68000000	68100000	2	A
898	Chr07	68400000	68500000	3	A
899	Chr07	69400000	69500000	6	A
900	Chr07	69850000	69950000	4	A
901	Chr07	71400000	71500000	6	A
902	Chr07	71800000	71900000	2	A
903	Chr07	72800000	72900000	5	A
904	Chr07	73750000	73850000	3	A
905	Chr07	75150000	75250000	3	A
906	Chr07	75950000	76050000	4	A
907	Chr07	76650000	76750000	7	A
908	Chr07	77950000	78050000	11	A
909	Chr07	79550000	79650000	2	A
910	Chr07	80400000	80500000	10	A
911	Chr07	82700000	82800000	10	A
912	Chr07	83300000	83400000	5	A
913	Chr07	83600000	83700000	7	A
914	Chr07	84200000	84300000	7	A
915	Chr07	85250000	85350000	6	A
916	Chr07	87400000	87500000	7	A
917	Chr07	87850000	87950000	10	A
918	Chr07	88250000	88350000	10	A
919	Chr07	88800000	88900000	6	A
920	Chr07	89600000	89700000	5	A
921	Chr07	90250000	90350000	5	A
922	Chr07	90750000	90850000	12	A
923	Chr07	91400000	91500000	9	A
924	Chr07	92650000	92750000	11	A
925	Chr07	93450000	93550000	4	A
926	Chr07	94600000	94700000	12	A
927	Chr07	95100000	95200000	15	A
928	Chr07	95750000	95850000	2	A
929	Chr07	98400000	98500000	9	A
930	Chr07	100250000	100350000	10	A
931	Chr07	105950000	106050000	5	A
932	Chr07	0	50000	7	A
933	Chr07	5900000	6000000	9	A
934	Chr07	6300000	6400000	7	A
935	Chr07	6950000	7050000	8	A
936	Chr07	10900000	11000000	2	A
937	Chr07	14050000	14150000	5	A
938	Chr07	22050000	22150000	2	A
939	Chr07	22950000	23050000	2	A
940	Chr07	35550000	35650000	1	A
941	Chr07	39600000	39700000	1	A
942	Chr07	41300000	41400000	3	A
943	Chr07	45250000	45350000	2	A
944	Chr07	47850000	47950000	1	A
945	Chr07	52300000	52400000	2	A
946	Chr07	70650000	70750000	6	A
947	Chr07	74600000	74700000	7	A
948	Chr07	78650000	78750000	8	A
949	Chr07	80900000	81000000	4	A
950	Chr07	86400000	86500000	6	A
951	Chr07	99100000	99200000	6	A
952	Chr07	105400000	105500000	12	A
953	Chr08	10450000	10550000	3	A
954	Chr08	19900000	20000000	4	A
955	Chr08	20950000	21050000	6	A
956	Chr08	23000000	23100000	5	A
957	Chr08	38700000	38800000	4	A
958	Chr08	56550000	56650000	1	A
959	Chr08	57650000	57750000	2	A
960	Chr08	71250000	71350000	2	A
961	Chr08	99600000	99700000	0	A
962	Chr08	104800000	104900000	1	A
963	Chr08	105850000	105950000	0	A
964	Chr08	128950000	129050000	6	A
965	Chr08	131050000	131150000	1	A
966	Chr08	250000	350000	20	A
967	Chr08	2600000	2700000	11	A
968	Chr08	4000000	4100000	8	A
969	Chr08	4650000	4750000	15	A
970	Chr08	5700000	5800000	9	A
971	Chr08	7700000	7800000	6	A
972	Chr08	8450000	8550000	8	A
973	Chr08	9300000	9400000	11	A
974	Chr08	11050000	11150000	9	A
975	Chr08	12100000	12200000	6	A
976	Chr08	13350000	13450000	8	A
977	Chr08	15300000	15400000	5	A
978	Chr08	15900000	16000000	7	A
979	Chr08	17100000	17200000	8	A
980	Chr08	18150000	18250000	7	A
981	Chr08	19200000	19300000	3	A
982	Chr08	20300000	20400000	4	A
983	Chr08	21800000	21900000	10	A
984	Chr08	22150000	22250000	4	A
985	Chr08	24850000	24950000	6	A
986	Chr08	25550000	25650000	5	A
987	Chr08	25800000	25900000	7	A
988	Chr08	27100000	27200000	5	A
989	Chr08	27350000	27450000	3	A
990	Chr08	28150000	28250000	3	A
991	Chr08	28550000	28650000	1	A
992	Chr08	31300000	31400000	4	A
993	Chr08	32300000	32400000	6	A
994	Chr08	32600000	32700000	4	A
995	Chr08	33800000	33900000	5	A
996	Chr08	34400000	34500000	2	A
997	Chr08	37300000	37400000	3	A
998	Chr08	38050000	38150000	1	A
999	Chr08	38350000	38450000	4	A
1000	Chr08	39050000	39150000	1	A
1001	Chr08	40150000	40250000	1	A
1002	Chr08	41650000	41750000	0	A
1003	Chr08	42150000	42250000	1	A
1004	Chr08	43300000	43400000	1	A
1005	Chr08	43900000	44000000	1	A
1006	Chr08	44350000	44450000	1	A
1007	Chr08	45150000	45250000	3	A
1008	Chr08	47000000	47100000	3	A
1009	Chr08	47800000	47900000	2	A
1010	Chr08	52150000	52250000	0	A
1011	Chr08	52500000	52600000	4	A
1012	Chr08	53950000	54050000	0	A
1013	Chr08	55400000	55500000	3	A
1014	Chr08	55750000	55850000	3	A
1015	Chr08	58800000	58900000	0	A
1016	Chr08	60150000	60250000	1	A
1017	Chr08	61600000	61700000	1	A
1018	Chr08	63250000	63350000	0	A
1019	Chr08	63700000	63800000	1	A
1020	Chr08	64400000	64500000	0	A
1021	Chr08	69550000	69650000	1	A
1022	Chr08	69850000	69950000	0	A
1023	Chr08	70900000	71000000	4	A
1024	Chr08	72150000	72250000	2	A
1025	Chr08	72450000	72550000	3	A
1026	Chr08	74500000	74600000	4	A
1027	Chr08	78900000	79000000	1	A
1028	Chr08	79900000	80000000	1	A
1029	Chr08	80450000	80550000	1	A
1030	Chr08	81200000	81300000	0	A
1031	Chr08	85000000	85100000	1	A
1032	Chr08	85850000	85950000	0	A
1033	Chr08	86900000	87000000	1	A
1034	Chr08	91800000	91900000	2	A
1035	Chr08	92600000	92700000	3	A
1036	Chr08	93400000	93500000	2	A
1037	Chr08	93900000	94000000	3	A
1038	Chr08	96700000	96800000	0	A
1039	Chr08	97550000	97650000	1	A
1040	Chr08	100350000	100450000	2	A
1041	Chr08	100850000	100950000	0	A
1042	Chr08	101950000	102050000	1	A
1043	Chr08	103850000	103950000	2	A
1044	Chr08	105250000	105350000	4	A
1045	Chr08	108250000	108350000	2	A
1046	Chr08	109500000	109600000	0	A
1047	Chr08	109950000	110050000	1	A
1048	Chr08	111400000	111500000	3	A
1049	Chr08	111750000	111850000	1	A
1050	Chr08	112500000	112600000	1	A
1051	Chr08	113100000	113200000	0	A
1052	Chr08	114950000	115050000	2	A
1053	Chr08	115600000	115700000	2	A
1054	Chr08	116900000	117000000	2	A
1055	Chr08	117750000	117850000	4	A
1056	Chr08	119200000	119300000	3	A
1057	Chr08	119750000	119850000	1	A
1058	Chr08	120300000	120400000	2	A
1059	Chr08	120700000	120800000	2	A
1060	Chr08	124250000	124350000	4	A
1061	Chr08	124600000	124700000	3	A
1062	Chr08	125400000	125500000	5	A
1063	Chr08	127350000	127450000	6	A
1064	Chr08	127650000	127750000	4	A
1065	Chr08	128100000	128200000	3	A
1066	Chr08	129350000	129450000	6	A
1067	Chr08	131900000	132000000	10	A
1068	Chr08	132450000	132550000	7	A
1069	Chr08	133400000	133500000	5	A
1070	Chr08	135300000	135400000	9	A
1071	Chr08	137150000	137250000	9	A
1072	Chr08	138500000	138600000	9	A
1073	Chr08	139100000	139200000	15	A
1074	Chr08	142200000	142300000	14	A
1075	Chr08	0	50000	8	A
1076	Chr08	2100000	2200000	10	A
1077	Chr08	3150000	3250000	14	A
1078	Chr08	6700000	6800000	9	A
1079	Chr08	13000000	13100000	5	A
1080	Chr08	20600000	20700000	10	A
1081	Chr08	21500000	21600000	8	A
1082	Chr08	23350000	23450000	8	A
1083	Chr08	24250000	24350000	8	A
1084	Chr08	26100000	26200000	5	A
1085	Chr08	29100000	29200000	0	A
1086	Chr08	32900000	33000000	5	A
1087	Chr08	43000000	43100000	1	A
1088	Chr08	45750000	45850000	0	A
1089	Chr08	48500000	48600000	0	A
1090	Chr08	49050000	49150000	1	A
1091	Chr08	54950000	55050000	1	A
1092	Chr08	67250000	67350000	0	A
1093	Chr08	68700000	68800000	1	A
1094	Chr08	71850000	71950000	2	A
1095	Chr08	72900000	73000000	3	A
1096	Chr08	73550000	73650000	1	A
1097	Chr08	75250000	75350000	1	A
1098	Chr08	79450000	79550000	1	A
1099	Chr08	81950000	82050000	1	A
1100	Chr08	86250000	86350000	1	A
1101	Chr08	87300000	87400000	6	A
1102	Chr08	88350000	88450000	0	A
1103	Chr08	89150000	89250000	1	A
1104	Chr08	91100000	91200000	2	A
1105	Chr08	94900000	95000000	2	A
1106	Chr08	113800000	113900000	1	A
1107	Chr08	116000000	116100000	1	A
1108	Chr08	118500000	118600000	1	A
1109	Chr08	122450000	122550000	1	A
1110	Chr08	123750000	123850000	1	A
1111	Chr08	129650000	129750000	8	A
1112	Chr08	137900000	138000000	10	A
1113	Chr08	139600000	139700000	11	A
1114	Chr09	50300000	50400000	3	A
1115	Chr09	58650000	58750000	5	A
1116	Chr09	13550000	13650000	6	A
1117	Chr09	23000000	23100000	3	A
1118	Chr09	28300000	28400000	0	A
1119	Chr09	36650000	36750000	0	A
1120	Chr09	66000000	66100000	6	A
1121	Chr09	72300000	72400000	13	A
1122	Chr09	76450000	76550000	11	A
1123	Chr09	600000	700000	6	A
1124	Chr09	850000	950000	6	A
1125	Chr09	2600000	2700000	2	A
1126	Chr09	3250000	3350000	7	A
1127	Chr09	3750000	3850000	6	A
1128	Chr09	5450000	5550000	8	A
1129	Chr09	6400000	6500000	4	A
1130	Chr09	6750000	6850000	6	A
1131	Chr09	7050000	7150000	7	A
1132	Chr09	8600000	8700000	3	A
1133	Chr09	9600000	9700000	5	A
1134	Chr09	10150000	10250000	5	A
1135	Chr09	10950000	11050000	5	A
1136	Chr09	11400000	11500000	7	A
1137	Chr09	12650000	12750000	2	A
1138	Chr09	13150000	13250000	3	A
1139	Chr09	16500000	16600000	3	A
1140	Chr09	17150000	17250000	5	A
1141	Chr09	17650000	17750000	2	A
1142	Chr09	19100000	19200000	0	A
1143	Chr09	21700000	21800000	0	A
1144	Chr09	22650000	22750000	4	A
1145	Chr09	24900000	25000000	4	A
1146	Chr09	31700000	31800000	1	A
1147	Chr09	34900000	35000000	1	A
1148	Chr09	36000000	36100000	0	A
1149	Chr09	37600000	37700000	1	A
1150	Chr09	38450000	38550000	1	A
1151	Chr09	39550000	39650000	3	A
1152	Chr09	39950000	40050000	1	A
1153	Chr09	41250000	41350000	2	A
1154	Chr09	42000000	42100000	1	A
1155	Chr09	44250000	44350000	2	A
1156	Chr09	44950000	45050000	3	A
1157	Chr09	47950000	48050000	2	A
1158	Chr09	48550000	48650000	3	A
1159	Chr09	49450000	49550000	5	A
1160	Chr09	51500000	51600000	3	A
1161	Chr09	52550000	52650000	3	A
1162	Chr09	54200000	54300000	5	A
1163	Chr09	55150000	55250000	2	A
1164	Chr09	56450000	56550000	1	A
1165	Chr09	57350000	57450000	5	A
1166	Chr09	57850000	57950000	5	A
1167	Chr09	60600000	60700000	9	A
1168	Chr09	61450000	61550000	6	A
1169	Chr09	62950000	63050000	0	A
1170	Chr09	63750000	63850000	4	A
1171	Chr09	65350000	65450000	11	A
1172	Chr09	66650000	66750000	7	A
1173	Chr09	67750000	67850000	6	A
1174	Chr09	68500000	68600000	6	A
1175	Chr09	69450000	69550000	9	A
1176	Chr09	69950000	70050000	9	A
1177	Chr09	71400000	71500000	8	A
1178	Chr09	71800000	71900000	8	A
1179	Chr09	73250000	73350000	8	A
1180	Chr09	74100000	74200000	10	A
1181	Chr09	74550000	74650000	7	A
1182	Chr09	75800000	75900000	5	A
1183	Chr09	76150000	76250000	9	A
1184	Chr09	76750000	76850000	11	A
1185	Chr09	78150000	78250000	12	A
1186	Chr09	79150000	79250000	12	A
1187	Chr09	79950000	80050000	13	A
1188	Chr09	81050000	81150000	15	A
1189	Chr09	82100000	82200000	6	A
1190	Chr09	83050000	83150000	13	A
1191	Chr09	83550000	83650000	13	A
1192	Chr09	84050000	84150000	17	A
1193	Chr09	84600000	84700000	13	A
1194	Chr09	86100000	86200000	12	A
1195	Chr09	87150000	87250000	16	A
1196	Chr09	89300000	89400000	14	A
1197	Chr09	0	50000	0	A
1198	Chr09	2100000	2200000	10	A
1199	Chr09	8000000	8100000	4	A
1200	Chr09	15100000	15200000	5	A
1201	Chr09	15600000	15700000	8	A
1202	Chr09	18500000	18600000	0	A
1203	Chr09	25850000	25950000	1	A
1204	Chr09	31200000	31300000	1	A
1205	Chr09	33700000	33800000	3	A
1206	Chr09	43150000	43250000	1	A
1207	Chr09	45750000	45850000	1	A
1208	Chr09	47200000	47300000	4	A
1209	Chr09	48900000	49000000	4	A
1210	Chr09	51800000	51900000	5	A
1211	Chr09	54550000	54650000	2	A
1212	Chr09	59650000	59750000	5	A
1213	Chr09	67000000	67100000	11	A
1214	Chr09	68700000	68800000	6	A
1215	Chr09	73550000	73650000	7	A
1216	Chr10	75450000	75550000	0	A
1217	Chr10	5200000	5300000	10	A
1218	Chr10	11500000	11600000	10	A
1219	Chr10	15700000	15800000	4	A
1220	Chr10	29300000	29400000	5	A
1221	Chr10	52400000	52500000	2	A
1222	Chr10	53450000	53550000	2	A
1223	Chr10	65000000	65100000	1	A
1224	Chr10	66000000	66100000	0	A
1225	Chr10	94350000	94450000	2	A
1226	Chr10	107950000	108050000	8	A
1227	Chr10	112100000	112200000	3	A
1228	Chr10	116300000	116400000	3	A
1229	Chr10	118400000	118500000	8	A
1230	Chr10	600000	700000	15	A
1231	Chr10	1100000	1200000	15	A
1232	Chr10	1750000	1850000	14	A
1233	Chr10	2200000	2300000	18	A
1234	Chr10	3450000	3550000	16	A
1235	Chr10	6150000	6250000	6	A
1236	Chr10	6550000	6650000	11	A
1237	Chr10	6850000	6950000	9	A
1238	Chr10	7450000	7550000	8	A
1239	Chr10	8850000	8950000	7	A
1240	Chr10	9550000	9650000	8	A
1241	Chr10	11100000	11200000	7	A
1242	Chr10	12000000	12100000	7	A
1243	Chr10	13500000	13600000	1	A
1244	Chr10	14200000	14300000	7	A
1245	Chr10	16950000	17050000	3	A
1246	Chr10	17550000	17650000	4	A
1247	Chr10	18000000	18100000	5	A
1248	Chr10	19200000	19300000	5	A
1249	Chr10	20500000	20600000	8	A
1250	Chr10	21100000	21200000	9	A
1251	Chr10	22350000	22450000	5	A
1252	Chr10	23450000	23550000	5	A
1253	Chr10	24700000	24800000	2	A
1254	Chr10	26450000	26550000	3	A
1255	Chr10	27050000	27150000	5	A
1256	Chr10	28400000	28500000	6	A
1257	Chr10	30600000	30700000	2	A
1258	Chr10	31000000	31100000	2	A
1259	Chr10	31850000	31950000	4	A
1260	Chr10	32750000	32850000	1	A
1261	Chr10	33750000	33850000	1	A
1262	Chr10	34050000	34150000	3	A
1263	Chr10	35250000	35350000	8	A
1264	Chr10	36500000	36600000	10	A
1265	Chr10	37050000	37150000	8	A
1266	Chr10	38000000	38100000	4	A
1267	Chr10	38350000	38450000	4	A
1268	Chr10	38900000	39000000	7	A
1269	Chr10	39250000	39350000	5	A
1270	Chr10	40300000	40400000	5	A
1271	Chr10	40750000	40850000	5	A
1272	Chr10	42800000	42900000	3	A
1273	Chr10	43500000	43600000	3	A
1274	Chr10	44600000	44700000	6	A
1275	Chr10	46900000	47000000	5	A
1276	Chr10	47350000	47450000	5	A
1277	Chr10	48700000	48800000	5	A
1278	Chr10	49150000	49250000	2	A
1279	Chr10	50500000	50600000	2	A
1280	Chr10	51700000	51800000	1	A
1281	Chr10	54700000	54800000	2	A
1282	Chr10	55250000	55350000	2	A
1283	Chr10	55950000	56050000	1	A
1284	Chr10	57050000	57150000	0	A
1285	Chr10	57500000	57600000	5	A
1286	Chr10	57800000	57900000	2	A
1287	Chr10	58050000	58150000	1	A
1288	Chr10	58450000	58550000	0	A
1289	Chr10	60550000	60650000	1	A
1290	Chr10	62750000	62850000	0	A
1291	Chr10	63550000	63650000	3	A
1292	Chr10	64050000	64150000	0	A
1293	Chr10	64700000	64800000	1	A
1294	Chr10	68600000	68700000	1	A
1295	Chr10	72650000	72750000	0	A
1296	Chr10	74650000	74750000	0	A
1297	Chr10	78850000	78950000	1	A
1298	Chr10	79750000	79850000	0	A
1299	Chr10	84350000	84450000	2	A
1300	Chr10	84650000	84750000	1	A
1301	Chr10	85050000	85150000	2	A
1302	Chr10	85550000	85650000	1	A
1303	Chr10	86150000	86250000	1	A
1304	Chr10	87500000	87600000	1	A
1305	Chr10	91950000	92050000	1	A
1306	Chr10	92400000	92500000	2	A
1307	Chr10	95800000	95900000	1	A
1308	Chr10	96150000	96250000	2	A
1309	Chr10	96550000	96650000	4	A
1310	Chr10	98250000	98350000	4	A
1311	Chr10	99950000	100050000	1	A
1312	Chr10	100200000	100300000	4	A
1313	Chr10	100500000	100600000	7	A
1314	Chr10	100750000	100850000	2	A
1315	Chr10	102850000	102950000	7	A
1316	Chr10	103900000	104000000	6	A
1317	Chr10	104700000	104800000	2	A
1318	Chr10	105100000	105200000	5	A
1319	Chr10	106550000	106650000	1	A
1320	Chr10	107650000	107750000	9	A
1321	Chr10	108650000	108750000	0	A
1322	Chr10	109650000	109750000	2	A
1323	Chr10	110450000	110550000	4	A
1324	Chr10	112800000	112900000	6	A
1325	Chr10	113350000	113450000	5	A
1326	Chr10	113950000	114050000	7	A
1327	Chr10	114550000	114650000	8	A
1328	Chr10	115000000	115100000	10	A
1329	Chr10	115650000	115750000	5	A
1330	Chr10	116950000	117050000	2	A
1331	Chr10	117800000	117900000	8	A
1332	Chr10	118700000	118800000	8	A
1333	Chr10	119000000	119100000	6	A
1334	Chr10	119600000	119700000	10	A
1335	Chr10	120800000	120900000	8	A
1336	Chr10	123000000	123100000	7	A
1337	Chr10	123300000	123400000	8	A
1338	Chr10	124200000	124300000	7	A
1339	Chr10	125100000	125200000	6	A
1340	Chr10	126450000	126550000	7	A
1341	Chr10	127450000	127550000	8	A
1342	Chr10	127750000	127850000	13	A
1343	Chr10	128500000	128600000	12	A
1344	Chr10	129300000	129400000	9	A
1345	Chr10	130650000	130750000	10	A
1346	Chr10	131650000	131750000	15	A
1347	Chr10	0	50000	1	A
1348	Chr10	4200000	4300000	14	A
1349	Chr10	5000000	5100000	13	A
1350	Chr10	8550000	8650000	8	A
1351	Chr10	16150000	16250000	4	A
1352	Chr10	20850000	20950000	4	A
1353	Chr10	22950000	23050000	7	A
1354	Chr10	24000000	24100000	5	A
1355	Chr10	26100000	26200000	3	A
1356	Chr10	32250000	32350000	1	A
1357	Chr10	34500000	34600000	3	A
1358	Chr10	44050000	44150000	4	A
1359	Chr10	46400000	46500000	2	A
1360	Chr10	51250000	51350000	3	A
1361	Chr10	52850000	52950000	2	A
1362	Chr10	60950000	61050000	1	A
1363	Chr10	61350000	61450000	0	A
1364	Chr10	62000000	62100000	2	A
1365	Chr10	70650000	70750000	0	A
1366	Chr10	71200000	71300000	0	A
1367	Chr10	81400000	81500000	0	A
1368	Chr10	83100000	83200000	0	A
1369	Chr10	83500000	83600000	3	A
1370	Chr10	87950000	88050000	1	A
1371	Chr10	88350000	88450000	0	A
1372	Chr10	88750000	88850000	1	A
1373	Chr10	90850000	90950000	0	A
1374	Chr10	95050000	95150000	1	A
1375	Chr10	98850000	98950000	3	A
1376	Chr10	101450000	101550000	6	A
1377	Chr10	110000000	110100000	3	A
1378	Chr10	111700000	111800000	7	A
1379	Chr10	121650000	121750000	5	A
1380	Chr10	122450000	122550000	4	A
1381	Chr10	123750000	123850000	11	A
1382	Chr11	134150000	134250000	6	A
1383	Chr11	58700000	58800000	6	A
1384	Chr11	75400000	75500000	2	A
1385	Chr11	83800000	83900000	5	A
1386	Chr11	109050000	109150000	4	A
