line	Chrs	start	end	TEcoverage	type	genome
524	Chr04	114550000	114650000	0.6949100	conserved	A
525	Chr04	114900000	115000000	0.4095600	conserved	A
526	Chr04	116500000	116600000	0.5133900	conserved	A
527	Chr04	117300000	117400000	0.4551000	conserved	A
528	Chr04	118150000	118250000	0.1959500	conserved	A
529	Chr04	120750000	120850000	0.4211500	conserved	A
530	Chr04	121350000	121450000	0.4337500	conserved	A
531	Chr04	122400000	122500000	0.5804400	conserved	A
532	Chr04	0	50000	0.6974000	conserved	A
533	Chr04	2100000	2200000	0.3015500	specific	A
534	Chr04	2500000	2600000	0.3355700	conserved	A
535	Chr04	5250000	5350000	0.6393000	specific	A
536	Chr04	7750000	7850000	0.4035700	conserved	A
537	Chr04	10100000	10200000	0.5641000	conserved	A
538	Chr04	10900000	11000000	0.4906800	conserved	A
539	Chr04	12200000	12300000	0.5629100	conserved	A
540	Chr04	13250000	13350000	0.6658200	conserved	A
541	Chr04	16800000	16900000	0.4818700	conserved	A
542	Chr04	21000000	21100000	0.6371400	conserved	A
543	Chr04	24400000	24500000	0.6339300	specific	A
544	Chr04	25300000	25400000	0.7331500	conserved	A
545	Chr04	26500000	26600000	0.8206700	specific	A
546	Chr04	32400000	32500000	0.7958100	specific	A
547	Chr04	40250000	40350000	0.6374000	conserved	A
548	Chr04	52300000	52400000	0.5822200	conserved	A
549	Chr04	60450000	60550000	0.6643200	conserved	A
550	Chr04	71700000	71800000	0.6302800	conserved	A
551	Chr04	73800000	73900000	0.7351100	specific	A
552	Chr04	81150000	81250000	0.6546200	conserved	A
553	Chr04	83650000	83750000	0.7956400	conserved	A
554	Chr04	85750000	85850000	0.6341800	specific	A
555	Chr04	90200000	90300000	0.6775700	conserved	A
556	Chr04	97400000	97500000	0.5819100	conserved	A
557	Chr04	99100000	99200000	0.7392800	conserved	A
558	Chr04	103050000	103150000	0.7450100	conserved	A
559	Chr04	107100000	107200000	0.5393800	conserved	A
560	Chr04	107750000	107850000	0.4710000	conserved	A
561	Chr04	111150000	111250000	0.5421400	specific	A
562	Chr04	116150000	116250000	0.4697500	conserved	A
563	Chr04	118500000	118600000	0.3055100	conserved	A
564	Chr04	119150000	119250000	0.2853700	specific	A
565	Chr04	121900000	122000000	0.2888700	specific	A
566	Chr05	50300000	50400000	0.7483600	conserved	A
567	Chr05	2000000	2100000	0.1191600	specific	A
568	Chr05	5200000	5300000	0.0743900	conserved	A
569	Chr05	6250000	6350000	0.1847400	specific	A
570	Chr05	23050000	23150000	0.7406400	conserved	A
571	Chr05	30400000	30500000	0.3706400	conserved	A
572	Chr05	34600000	34700000	0.4540300	conserved	A
573	Chr05	48150000	48250000	0.8241800	specific	A
574	Chr05	53400000	53500000	0.8731000	conserved	A
575	Chr05	55500000	55600000	0.7257600	specific	A
576	Chr05	57600000	57700000	0.8136600	specific	A
577	Chr05	60800000	60900000	0.6539400	conserved	A
578	Chr05	89100000	89200000	0.6648100	conserved	A
579	Chr05	3350000	3450000	0.3346300	conserved	A
580	Chr05	5600000	5700000	0.1019700	specific	A
581	Chr05	6000000	6100000	0.2739200	conserved	A
582	Chr05	7050000	7150000	0.1271900	conserved	A
583	Chr05	10350000	10450000	0.2566900	conserved	A
584	Chr05	10850000	10950000	0.1558300	conserved	A
585	Chr05	14800000	14900000	0.1666400	conserved	A
586	Chr05	15450000	15550000	0.2832100	conserved	A
587	Chr05	16050000	16150000	0.3110300	specific	A
588	Chr05	16450000	16550000	0.1909400	specific	A
589	Chr05	19000000	19100000	0.1467600	conserved	A
590	Chr05	20300000	20400000	0.2155600	conserved	A
591	Chr05	21850000	21950000	0.4669500	specific	A
592	Chr05	24350000	24450000	0.3829500	conserved	A
593	Chr05	26650000	26750000	0.4033000	conserved	A
594	Chr05	27300000	27400000	0.4463100	conserved	A
595	Chr05	28350000	28450000	0.5269000	conserved	A
596	Chr05	29000000	29100000	0.4548500	conserved	A
597	Chr05	29550000	29650000	0.5221300	specific	A
598	Chr05	29800000	29900000	0.3689600	conserved	A
599	Chr05	32600000	32700000	0.3583900	conserved	A
600	Chr05	33350000	33450000	0.3684600	conserved	A
601	Chr05	35250000	35350000	0.5307500	conserved	A
602	Chr05	35750000	35850000	0.5656900	conserved	A
603	Chr05	36900000	37000000	0.4095400	conserved	A
604	Chr05	37400000	37500000	0.5323500	specific	A
605	Chr05	38050000	38150000	0.7150000	conserved	A
606	Chr05	41350000	41450000	0.5925400	specific	A
607	Chr05	41750000	41850000	0.6427800	conserved	A
608	Chr05	42250000	42350000	0.6627200	conserved	A
609	Chr05	42650000	42750000	0.5748200	specific	A
610	Chr05	42850000	42950000	0.5201400	specific	A
611	Chr05	43300000	43400000	0.6223700	conserved	A
612	Chr05	45700000	45800000	0.5633000	specific	A
613	Chr05	49750000	49850000	0.5927000	conserved	A
614	Chr05	51050000	51150000	0.6318000	conserved	A
615	Chr05	53050000	53150000	0.6099200	specific	A
616	Chr05	54600000	54700000	0.7677000	specific	A
617	Chr05	56150000	56250000	0.7532300	specific	A
618	Chr05	58050000	58150000	0.5884900	specific	A
619	Chr05	59950000	60050000	0.8383900	specific	A
620	Chr05	62450000	62550000	0.5042600	conserved	A
621	Chr05	63250000	63350000	0.5847700	conserved	A
622	Chr05	63750000	63850000	0.8205200	specific	A
623	Chr05	65250000	65350000	0.5229800	conserved	A
624	Chr05	67800000	67900000	0.6724000	conserved	A
625	Chr05	69700000	69800000	0.7435600	conserved	A
626	Chr05	71500000	71600000	0.6791800	conserved	A
627	Chr05	72450000	72550000	0.7676300	specific	A
628	Chr05	74050000	74150000	0.7085800	conserved	A
629	Chr05	76200000	76300000	0.6948300	conserved	A
630	Chr05	77400000	77500000	0.5727200	conserved	A
631	Chr05	78350000	78450000	0.7053100	conserved	A
632	Chr05	79000000	79100000	0.4799900	conserved	A
633	Chr05	79400000	79500000	0.6602300	conserved	A
634	Chr05	80050000	80150000	0.6084300	conserved	A
635	Chr05	80950000	81050000	0.5820700	conserved	A
636	Chr05	81450000	81550000	0.6345700	conserved	A
637	Chr05	82050000	82150000	0.6110000	specific	A
638	Chr05	84000000	84100000	0.5180300	conserved	A
639	Chr05	85400000	85500000	0.7210800	conserved	A
640	Chr05	86050000	86150000	0.6793400	conserved	A
641	Chr05	86450000	86550000	0.7762000	conserved	A
642	Chr05	87850000	87950000	0.2764200	conserved	A
643	Chr05	89300000	89400000	0.4958700	conserved	A
644	Chr05	90000000	90100000	0.6935200	conserved	A
645	Chr05	90750000	90850000	0.6803500	conserved	A
646	Chr05	91000000	91100000	0.6385300	conserved	A
647	Chr05	91350000	91450000	0.6690100	conserved	A
648	Chr05	92000000	92100000	0.4051900	conserved	A
649	Chr05	92450000	92550000	0.6039500	conserved	A
650	Chr05	93050000	93150000	0.3277800	conserved	A
651	Chr05	0	50000	0.6909200	specific	A
652	Chr05	400000	500000	0.3607900	specific	A
653	Chr05	2900000	3000000	0.3103300	conserved	A
654	Chr05	3950000	4050000	0.0919800	specific	A
655	Chr05	11300000	11400000	0.1020300	conserved	A
656	Chr05	18250000	18350000	0.3981600	conserved	A
657	Chr05	25050000	25150000	0.3869600	conserved	A
658	Chr05	25850000	25950000	0.4090900	conserved	A
659	Chr05	39200000	39300000	0.6343900	conserved	A
660	Chr05	40400000	40500000	0.5129300	conserved	A
661	Chr05	43650000	43750000	0.5473800	conserved	A
662	Chr05	45250000	45350000	0.6008700	conserved	A
663	Chr05	47200000	47300000	0.6774700	conserved	A
664	Chr05	52300000	52400000	0.6104900	specific	A
665	Chr05	68700000	68800000	0.5130500	conserved	A
666	Chr05	73300000	73400000	0.6852400	specific	A
667	Chr05	74850000	74950000	0.6184100	conserved	A
668	Chr05	82850000	82950000	0.6010900	conserved	A
669	Chr05	88100000	88200000	0.5175000	conserved	A
670	Chr06	109000000	109100000	0.6656400	conserved	A
671	Chr06	12500000	12600000	0.4716600	conserved	A
672	Chr06	13600000	13700000	0.5013500	conserved	A
673	Chr06	18850000	18950000	0.7057600	conserved	A
674	Chr06	22000000	22100000	0.6496000	specific	A
675	Chr06	42900000	43000000	0.7131800	conserved	A
676	Chr06	45000000	45100000	0.6904500	conserved	A
677	Chr06	94300000	94400000	0.7984600	conserved	A
678	Chr06	99550000	99650000	0.7524800	conserved	A
679	Chr06	108000000	108100000	0.5498500	conserved	A
680	Chr06	112150000	112250000	0.5954800	conserved	A
681	Chr06	126800000	126900000	0.5377600	conserved	A
682	Chr06	131050000	131150000	0.6426300	conserved	A
683	Chr06	132050000	132150000	0.4963700	specific	A
684	Chr06	1650000	1750000	0.3493100	conserved	A
685	Chr06	3800000	3900000	0.2508700	conserved	A
686	Chr06	4250000	4350000	0.3983700	conserved	A
687	Chr06	4800000	4900000	0.3482000	conserved	A
688	Chr06	5350000	5450000	0.5263400	conserved	A
689	Chr06	5950000	6050000	0.3782200	conserved	A
690	Chr06	6350000	6450000	0.4561100	conserved	A
691	Chr06	8250000	8350000	0.5256000	conserved	A
692	Chr06	9000000	9100000	0.5845500	conserved	A
693	Chr06	9500000	9600000	0.5736600	conserved	A
694	Chr06	9900000	10000000	0.6054100	conserved	A
695	Chr06	10800000	10900000	0.3903900	conserved	A
696	Chr06	11650000	11750000	0.5076400	conserved	A
697	Chr06	13100000	13200000	0.6989800	conserved	A
698	Chr06	15050000	15150000	0.6863700	conserved	A
699	Chr06	16550000	16650000	0.7794000	conserved	A
700	Chr06	17100000	17200000	0.7216100	specific	A
701	Chr06	18150000	18250000	0.6723200	conserved	A
702	Chr06	19450000	19550000	0.4891900	conserved	A
703	Chr06	20300000	20400000	0.6049600	conserved	A
704	Chr06	23150000	23250000	0.5277300	conserved	A
705	Chr06	23400000	23500000	0.4700000	conserved	A
706	Chr06	24950000	25050000	0.7343600	specific	A
707	Chr06	26000000	26100000	0.6923300	specific	A
708	Chr06	28500000	28600000	0.7735100	conserved	A
709	Chr06	30200000	30300000	0.6152400	conserved	A
710	Chr06	31300000	31400000	0.5530900	specific	A
711	Chr06	31650000	31750000	0.5491900	conserved	A
712	Chr06	32150000	32250000	0.7889200	specific	A
713	Chr06	34900000	35000000	0.7153100	specific	A
714	Chr06	36250000	36350000	0.7589700	specific	A
715	Chr06	36900000	37000000	0.7649400	specific	A
716	Chr06	37600000	37700000	0.6321100	conserved	A
717	Chr06	40350000	40450000	0.6240100	specific	A
718	Chr06	41400000	41500000	0.6988400	specific	A
719	Chr06	42300000	42400000	0.5383900	conserved	A
720	Chr06	43700000	43800000	0.7123900	specific	A
721	Chr06	44150000	44250000	0.7453600	specific	A
722	Chr06	44500000	44600000	0.7929500	specific	A
723	Chr06	45450000	45550000	0.7773400	specific	A
724	Chr06	45950000	46050000	0.5473900	conserved	A
725	Chr06	48750000	48850000	0.7930100	conserved	A
726	Chr06	49500000	49600000	0.6155600	conserved	A
727	Chr06	51500000	51600000	0.6477700	specific	A
728	Chr06	52900000	53000000	0.6280700	conserved	A
729	Chr06	53550000	53650000	0.7534200	conserved	A
730	Chr06	54100000	54200000	0.7637100	specific	A
731	Chr06	54750000	54850000	0.7137900	specific	A
732	Chr06	56000000	56100000	0.7703600	conserved	A
733	Chr06	56750000	56850000	0.7405500	specific	A
734	Chr06	57350000	57450000	0.7629800	specific	A
735	Chr06	58500000	58600000	0.8058700	specific	A
736	Chr06	59350000	59450000	0.6879200	specific	A
737	Chr06	62100000	62200000	0.7344500	conserved	A
738	Chr06	65100000	65200000	0.5158800	conserved	A
739	Chr06	66400000	66500000	0.6715300	specific	A
740	Chr06	66700000	66800000	0.7606900	specific	A
741	Chr06	70450000	70550000	0.7659800	specific	A
742	Chr06	71150000	71250000	0.7487700	specific	A
743	Chr06	72000000	72100000	0.7308900	conserved	A
744	Chr06	75750000	75850000	0.7589200	specific	A
745	Chr06	76600000	76700000	0.7809900	specific	A
746	Chr06	78450000	78550000	0.7758600	specific	A
747	Chr06	78750000	78850000	0.8510000	specific	A
748	Chr06	79150000	79250000	0.7664800	conserved	A
749	Chr06	81650000	81750000	0.7288700	conserved	A
750	Chr06	83450000	83550000	0.7423300	conserved	A
751	Chr06	83750000	83850000	0.6777100	specific	A
752	Chr06	84250000	84350000	0.7506700	specific	A
753	Chr06	85050000	85150000	0.5834500	conserved	A
754	Chr06	85850000	85950000	0.6556900	conserved	A
755	Chr06	87150000	87250000	0.7686400	specific	A
756	Chr06	88250000	88350000	0.6477400	conserved	A
757	Chr06	88550000	88650000	0.6393500	specific	A
758	Chr06	88900000	89000000	0.6755700	specific	A
759	Chr06	89200000	89300000	0.7021400	specific	A
760	Chr06	90700000	90800000	0.7092500	conserved	A
761	Chr06	92350000	92450000	0.8114600	specific	A
762	Chr06	93950000	94050000	0.6800000	specific	A
763	Chr06	94500000	94600000	0.6746400	specific	A
764	Chr06	94950000	95050000	0.8431900	specific	A
765	Chr06	95750000	95850000	0.7814800	conserved	A
766	Chr06	96200000	96300000	0.8496700	specific	A
767	Chr06	98950000	99050000	0.6739800	specific	A
768	Chr06	101050000	101150000	0.6810000	conserved	A
769	Chr06	102850000	102950000	0.7170100	specific	A
770	Chr06	103650000	103750000	0.5464500	specific	A
771	Chr06	104400000	104500000	0.6475900	conserved	A
772	Chr06	104700000	104800000	0.5901600	conserved	A
773	Chr06	110550000	110650000	0.7515300	conserved	A
774	Chr06	111000000	111100000	0.6940800	specific	A
775	Chr06	113450000	113550000	0.6573500	conserved	A
776	Chr06	114100000	114200000	0.7126400	specific	A
777	Chr06	114500000	114600000	0.7031300	specific	A
778	Chr06	115050000	115150000	0.7333300	conserved	A
779	Chr06	117000000	117100000	0.5996700	conserved	A
780	Chr06	117500000	117600000	0.5859400	specific	A
781	Chr06	118050000	118150000	0.7802300	conserved	A
782	Chr06	121150000	121250000	0.7099900	specific	A
783	Chr06	121700000	121800000	0.6268500	conserved	A
784	Chr06	122250000	122350000	0.5508800	conserved	A
785	Chr06	123050000	123150000	0.5172700	conserved	A
786	Chr06	124350000	124450000	0.6070000	conserved	A
787	Chr06	124850000	124950000	0.6326900	conserved	A
788	Chr06	125250000	125350000	0.5344800	conserved	A
789	Chr06	126000000	126100000	0.4600100	conserved	A
790	Chr06	126350000	126450000	0.5832300	conserved	A
791	Chr06	127500000	127600000	0.5613300	specific	A
792	Chr06	128450000	128550000	0.6518200	conserved	A
793	Chr06	135300000	135400000	0.3314600	conserved	A
794	Chr06	136050000	136150000	0.3665000	conserved	A
795	Chr06	136500000	136600000	0.3347900	specific	A
796	Chr06	138050000	138150000	0.5815700	conserved	A
797	Chr06	138450000	138550000	0.4954200	conserved	A
798	Chr06	138800000	138900000	0.5725500	conserved	A
799	Chr06	140300000	140400000	0.3704400	specific	A
800	Chr06	143250000	143350000	0.3073700	conserved	A
801	Chr06	0	50000	0.4887800	conserved	A
802	Chr06	2650000	2750000	0.3807600	conserved	A
803	Chr06	6950000	7050000	0.4610900	conserved	A
804	Chr06	7500000	7600000	0.4628500	conserved	A
805	Chr06	10500000	10600000	0.7660000	specific	A
806	Chr06	14550000	14650000	0.5320300	conserved	A
807	Chr06	22300000	22400000	0.6214100	conserved	A
808	Chr06	26350000	26450000	0.7177500	specific	A
809	Chr06	28200000	28300000	0.7148000	conserved	A
810	Chr06	33450000	33550000	0.6668300	specific	A
811	Chr06	34100000	34200000	0.7389700	specific	A
812	Chr06	46550000	46650000	0.6992300	conserved	A
813	Chr06	64750000	64850000	0.6773800	specific	A
814	Chr06	67900000	68000000	0.7794700	conserved	A
815	Chr06	74850000	74950000	0.7122800	specific	A
816	Chr06	75250000	75350000	0.7663100	specific	A
817	Chr06	78000000	78100000	0.7066300	specific	A
818	Chr06	80900000	81000000	0.7200600	conserved	A
819	Chr06	82600000	82700000	0.7988800	specific	A
820	Chr06	83100000	83200000	0.6399500	conserved	A
821	Chr06	84550000	84650000	0.6715200	conserved	A
822	Chr06	91100000	91200000	0.6407300	conserved	A
823	Chr06	92800000	92900000	0.7900100	specific	A
824	Chr06	97400000	97500000	0.5734700	specific	A
825	Chr06	98200000	98300000	0.7628300	conserved	A
826	Chr06	100550000	100650000	0.6946600	specific	A
827	Chr06	105000000	105100000	0.6540900	conserved	A
828	Chr06	106450000	106550000	0.3917600	conserved	A
829	Chr06	106850000	106950000	0.5082900	conserved	A
830	Chr06	108550000	108650000	0.4819900	conserved	A
831	Chr06	109850000	109950000	0.7273500	conserved	A
832	Chr06	112600000	112700000	0.7038500	conserved	A
833	Chr06	116400000	116500000	0.7209000	conserved	A
834	Chr06	119300000	119400000	0.5813200	specific	A
835	Chr06	123500000	123600000	0.6929800	conserved	A
836	Chr06	133450000	133550000	0.5831000	conserved	A
837	Chr06	136850000	136950000	0.3665000	conserved	A
838	Chr06	139350000	139450000	0.2923900	conserved	A
839	Chr07	25150000	25250000	0.5772900	conserved	A
840	Chr07	58650000	58750000	0.5659700	specific	A
841	Chr07	3050000	3150000	0.3533100	specific	A
842	Chr07	59750000	59850000	0.6804300	specific	A
843	Chr07	66050000	66150000	0.6398800	conserved	A
844	Chr07	81700000	81800000	0.4957500	conserved	A
845	Chr07	85950000	86050000	0.3579900	conserved	A
846	Chr07	101650000	101750000	0.4261100	conserved	A
847	Chr07	300000	400000	0.4185400	conserved	A
848	Chr07	900000	1000000	0.2447600	conserved	A
849	Chr07	1400000	1500000	0.2486000	conserved	A
850	Chr07	1800000	1900000	0.3936600	conserved	A
851	Chr07	2300000	2400000	0.3903000	conserved	A
852	Chr07	5450000	5550000	0.2906600	conserved	A
853	Chr07	7850000	7950000	0.7335800	conserved	A
854	Chr07	8600000	8700000	0.4113400	conserved	A
855	Chr07	10000000	10100000	0.7276300	specific	A
856	Chr07	10550000	10650000	0.6966400	specific	A
857	Chr07	11350000	11450000	0.7917600	specific	A
858	Chr07	12000000	12100000	0.5144400	conserved	A
859	Chr07	12650000	12750000	0.6164000	specific	A
860	Chr07	14400000	14500000	0.6018300	specific	A
861	Chr07	14800000	14900000	0.4849400	conserved	A
862	Chr07	15450000	15550000	0.7874400	conserved	A
863	Chr07	16600000	16700000	0.7104700	conserved	A
864	Chr07	17150000	17250000	0.6149600	specific	A
865	Chr07	18700000	18800000	0.7825700	conserved	A
866	Chr07	21400000	21500000	0.5379400	conserved	A
867	Chr07	23900000	24000000	0.6597200	specific	A
868	Chr07	24300000	24400000	0.8110100	specific	A
869	Chr07	25550000	25650000	0.6919700	conserved	A
870	Chr07	25950000	26050000	0.7401200	conserved	A
871	Chr07	27850000	27950000	0.7372000	specific	A
872	Chr07	28700000	28800000	0.6452000	specific	A
873	Chr07	31700000	31800000	0.8589600	specific	A
874	Chr07	32200000	32300000	0.6428800	specific	A
875	Chr07	34200000	34300000	0.6724200	conserved	A
876	Chr07	35450000	35550000	0.7146300	specific	A
877	Chr07	37000000	37100000	0.8914300	conserved	A
878	Chr07	39300000	39400000	0.7692200	specific	A
879	Chr07	43550000	43650000	0.6250300	conserved	A
880	Chr07	44950000	45050000	0.4430200	conserved	A
881	Chr07	49150000	49250000	0.8040300	conserved	A
882	Chr07	49500000	49600000	0.6178400	conserved	A
883	Chr07	50450000	50550000	0.7335400	conserved	A
884	Chr07	51600000	51700000	0.8115900	specific	A
885	Chr07	54700000	54800000	0.6503500	conserved	A
886	Chr07	56750000	56850000	0.6959800	specific	A
887	Chr07	57500000	57600000	0.7391500	conserved	A
888	Chr07	58100000	58200000	0.6890200	conserved	A
889	Chr07	61000000	61100000	0.5929700	specific	A
890	Chr07	61250000	61350000	0.6024700	specific	A
891	Chr07	62700000	62800000	0.6967200	conserved	A
892	Chr07	63350000	63450000	0.6915700	conserved	A
893	Chr07	63800000	63900000	0.5731200	conserved	A
894	Chr07	64000000	64100000	0.7096100	conserved	A
895	Chr07	65050000	65150000	0.5595200	conserved	A
896	Chr07	67350000	67450000	0.5642200	conserved	A
897	Chr07	68000000	68100000	0.6801700	conserved	A
898	Chr07	68400000	68500000	0.5878500	conserved	A
899	Chr07	69400000	69500000	0.6324000	conserved	A
900	Chr07	69850000	69950000	0.6767600	conserved	A
901	Chr07	71400000	71500000	0.5544300	specific	A
902	Chr07	71800000	71900000	0.5604800	conserved	A
903	Chr07	72800000	72900000	0.5775000	conserved	A
904	Chr07	73750000	73850000	0.6248400	specific	A
905	Chr07	75150000	75250000	0.5705700	conserved	A
