line	Chrs	start	end	TEcoverage	genome
609	Chr07	19150000	19250000	0.5289900	D
610	Chr07	21900000	22000000	0.5145900	D
611	Chr07	24250000	24350000	0.6129100	D
612	Chr07	29900000	30000000	0.4003100	D
613	Chr07	33450000	33550000	0.4746100	D
614	Chr07	36850000	36950000	0.4140300	D
615	Chr07	37250000	37350000	0.4330200	D
616	Chr07	40650000	40750000	0.3814300	D
617	Chr07	46950000	47050000	0.4893200	D
618	Chr08	41900000	42000000	0.4314700	D
619	Chr08	50250000	50350000	0.2754100	D
620	Chr08	4100000	4200000	0.3648400	D
621	Chr08	11500000	11600000	0.4784100	D
622	Chr08	21950000	22050000	0.6376400	D
623	Chr08	750000	850000	0.3379700	D
624	Chr08	1400000	1500000	0.1914700	D
625	Chr08	1800000	1900000	0.3684300	D
626	Chr08	2150000	2250000	0.3083100	D
627	Chr08	4750000	4850000	0.4158000	D
628	Chr08	5100000	5200000	0.6352000	D
629	Chr08	5450000	5550000	0.4010000	D
630	Chr08	5750000	5850000	0.4732600	D
631	Chr08	6650000	6750000	0.4819000	D
632	Chr08	7050000	7150000	0.3837900	D
633	Chr08	7700000	7800000	0.4438900	D
634	Chr08	8050000	8150000	0.4046000	D
635	Chr08	9600000	9700000	0.5743700	D
636	Chr08	12000000	12100000	0.5896200	D
637	Chr08	12950000	13050000	0.6020800	D
638	Chr08	13450000	13550000	0.7833100	D
639	Chr08	14750000	14850000	0.5816800	D
640	Chr08	15050000	15150000	0.6029700	D
641	Chr08	16050000	16150000	0.6400700	D
642	Chr08	17500000	17600000	0.5942400	D
643	Chr08	18300000	18400000	0.6014200	D
644	Chr08	18600000	18700000	0.5466700	D
645	Chr08	19000000	19100000	0.6864600	D
646	Chr08	19500000	19600000	0.6043300	D
647	Chr08	20250000	20350000	0.6629400	D
648	Chr08	21050000	21150000	0.6617500	D
649	Chr08	21550000	21650000	0.5854900	D
650	Chr08	22200000	22300000	0.6012700	D
651	Chr08	23950000	24050000	0.6142200	D
652	Chr08	26250000	26350000	0.6386400	D
653	Chr08	27100000	27200000	0.7376800	D
654	Chr08	27850000	27950000	0.7294200	D
655	Chr08	32350000	32450000	0.5796100	D
656	Chr08	32950000	33050000	0.6414500	D
657	Chr08	33400000	33500000	0.6057400	D
658	Chr08	33600000	33700000	0.4867500	D
659	Chr08	34300000	34400000	0.7171300	D
660	Chr08	34800000	34900000	0.6830400	D
661	Chr08	35250000	35350000	0.6666400	D
662	Chr08	35750000	35850000	0.6281400	D
663	Chr08	37550000	37650000	0.5299600	D
664	Chr08	38400000	38500000	0.6784800	D
665	Chr08	39000000	39100000	0.6378600	D
666	Chr08	40550000	40650000	0.6057400	D
667	Chr08	42850000	42950000	0.6252800	D
668	Chr08	43200000	43300000	0.5939000	D
669	Chr08	44100000	44200000	0.4248700	D
670	Chr08	44500000	44600000	0.6152300	D
671	Chr08	44950000	45050000	0.4068300	D
672	Chr08	45550000	45650000	0.5213400	D
673	Chr08	45800000	45900000	0.4639900	D
674	Chr08	46850000	46950000	0.4995900	D
675	Chr08	48300000	48400000	0.4763500	D
676	Chr08	48800000	48900000	0.6450700	D
677	Chr08	52100000	52200000	0.3655200	D
678	Chr08	53850000	53950000	0.4465900	D
679	Chr08	54700000	54800000	0.3550800	D
680	Chr08	55350000	55450000	0.3077000	D
681	Chr08	55950000	56050000	0.2688900	D
682	Chr08	56400000	56500000	0.4781500	D
683	Chr08	58000000	58100000	0.3782900	D
684	Chr08	59350000	59450000	0.2734500	D
685	Chr08	59600000	59700000	0.3238000	D
686	Chr08	60000000	60100000	0.2636300	D
687	Chr08	60650000	60750000	0.1851500	D
688	Chr08	62500000	62600000	0.2132000	D
689	Chr08	0	50000	0.5338800	D
690	Chr08	1200000	1300000	0.4047700	D
691	Chr08	2650000	2750000	0.3229200	D
692	Chr08	3150000	3250000	0.3000900	D
693	Chr08	3550000	3650000	0.3242600	D
694	Chr08	9200000	9300000	0.4944800	D
695	Chr08	10500000	10600000	0.4647800	D
696	Chr08	11150000	11250000	0.6254600	D
697	Chr08	14050000	14150000	0.5342600	D
698	Chr08	15750000	15850000	0.6727700	D
699	Chr08	17850000	17950000	0.7491800	D
700	Chr08	20850000	20950000	0.7334400	D
701	Chr08	22700000	22800000	0.6530200	D
702	Chr08	25850000	25950000	0.5783300	D
703	Chr08	28600000	28700000	0.5498200	D
704	Chr08	29250000	29350000	0.6506400	D
705	Chr08	32650000	32750000	0.5606700	D
706	Chr08	33950000	34050000	0.6361000	D
707	Chr08	36050000	36150000	0.6150200	D
708	Chr08	39350000	39450000	0.7083200	D
709	Chr08	40900000	41000000	0.5387000	D
710	Chr08	46550000	46650000	0.5775700	D
711	Chr08	47200000	47300000	0.5467700	D
712	Chr08	47450000	47550000	0.4224900	D
713	Chr08	47850000	47950000	0.5933000	D
714	Chr08	49550000	49650000	0.5119500	D
715	Chr08	50750000	50850000	0.4228900	D
716	Chr08	52300000	52400000	0.4958300	D
717	Chr08	52700000	52800000	0.6489100	D
718	Chr08	53500000	53600000	0.4270700	D
719	Chr08	54400000	54500000	0.3976700	D
720	Chr09	8350000	8450000	0.4996700	D
721	Chr09	3050000	3150000	0.5519900	D
722	Chr09	13550000	13650000	0.6456400	D
723	Chr09	21950000	22050000	0.7558400	D
724	Chr09	31450000	31550000	0.5066200	D
725	Chr09	35600000	35700000	0.2910400	D
726	Chr09	45050000	45150000	0.2008800	D
727	Chr09	47150000	47250000	0.2314000	D
728	Chr09	700000	800000	0.4704700	D
729	Chr09	2350000	2450000	0.3728000	D
730	Chr09	2750000	2850000	0.5215400	D
731	Chr09	3400000	3500000	0.5792700	D
732	Chr09	3600000	3700000	0.6221600	D
733	Chr09	7600000	7700000	0.4233100	D
734	Chr09	9800000	9900000	0.6512000	D
735	Chr09	10050000	10150000	0.6733100	D
736	Chr09	11250000	11350000	0.4686700	D
737	Chr09	11600000	11700000	0.5867900	D
738	Chr09	13100000	13200000	0.6786600	D
739	Chr09	16250000	16350000	0.6640800	D
740	Chr09	20150000	20250000	0.5231500	D
741	Chr09	20750000	20850000	0.5640100	D
742	Chr09	21550000	21650000	0.5736200	D
743	Chr09	22400000	22500000	0.5387300	D
744	Chr09	23500000	23600000	0.5804000	D
745	Chr09	24200000	24300000	0.4975900	D
746	Chr09	25250000	25350000	0.5151300	D
747	Chr09	25500000	25600000	0.5353400	D
748	Chr09	25950000	26050000	0.7011000	D
749	Chr09	26950000	27050000	0.7045100	D
750	Chr09	27300000	27400000	0.6451900	D
751	Chr09	27650000	27750000	0.6672600	D
752	Chr09	29150000	29250000	0.5015000	D
753	Chr09	30800000	30900000	0.3855700	D
754	Chr09	32550000	32650000	0.5721700	D
755	Chr09	33900000	34000000	0.4874800	D
756	Chr09	34450000	34550000	0.3471400	D
757	Chr09	34800000	34900000	0.5035400	D
758	Chr09	36400000	36500000	0.3824800	D
759	Chr09	36750000	36850000	0.3665000	D
760	Chr09	37450000	37550000	0.3163200	D
761	Chr09	37950000	38050000	0.3234400	D
762	Chr09	38450000	38550000	0.3411600	D
763	Chr09	39250000	39350000	0.4149100	D
764	Chr09	42650000	42750000	0.3641500	D
765	Chr09	43900000	44000000	0.1916700	D
766	Chr09	44650000	44750000	0.1741100	D
767	Chr09	45450000	45550000	0.2236900	D
768	Chr09	45850000	45950000	0.2721600	D
769	Chr09	46700000	46800000	0.2103300	D
770	Chr09	48550000	48650000	0.2403800	D
771	Chr09	49800000	49900000	0.2346600	D
772	Chr09	0	50000	0.7738000	D
773	Chr09	1200000	1300000	0.5292500	D
774	Chr09	4200000	4300000	0.4845700	D
775	Chr09	5000000	5100000	0.5322600	D
776	Chr09	6050000	6150000	0.5724500	D
777	Chr09	7100000	7200000	0.4600700	D
778	Chr09	8150000	8250000	0.5869200	D
779	Chr09	9200000	9300000	0.6046900	D
780	Chr09	10750000	10850000	0.4913000	D
781	Chr09	14300000	14400000	0.6160900	D
782	Chr09	15350000	15450000	0.7611900	D
783	Chr09	17050000	17150000	0.6351300	D
784	Chr09	17700000	17800000	0.6665700	D
785	Chr09	19550000	19650000	0.8641100	D
786	Chr09	21250000	21350000	0.5898100	D
787	Chr09	22950000	23050000	0.4659100	D
788	Chr09	28450000	28550000	0.5283100	D
789	Chr09	29650000	29750000	0.3106100	D
790	Chr09	36200000	36300000	0.3901800	D
791	Chr09	37100000	37200000	0.3271000	D
792	Chr09	38150000	38250000	0.3591600	D
793	Chr09	39600000	39700000	0.3350700	D
794	Chr09	41300000	41400000	0.3145900	D
795	Chr09	41950000	42050000	0.2844100	D
796	Chr09	43000000	43100000	0.4277600	D
797	Chr10	5150000	5250000	0.1627100	D
798	Chr10	15650000	15750000	0.7021400	D
799	Chr10	20900000	21000000	0.5239400	D
800	Chr10	24050000	24150000	0.5772900	D
801	Chr10	26150000	26250000	0.5089000	D
802	Chr10	29350000	29450000	0.6486400	D
803	Chr10	37700000	37800000	0.5021600	D
804	Chr10	48200000	48300000	0.6572100	D
805	Chr10	61800000	61900000	0.2309400	D
806	Chr10	300000	400000	0.1953500	D
807	Chr10	3850000	3950000	0.1997100	D
808	Chr10	4250000	4350000	0.3248900	D
809	Chr10	4750000	4850000	0.3137000	D
810	Chr10	5550000	5650000	0.3065400	D
811	Chr10	5750000	5850000	0.7026700	D
812	Chr10	6400000	6500000	0.4288400	D
813	Chr10	7800000	7900000	0.4248100	D
814	Chr10	8100000	8200000	0.3625000	D
815	Chr10	8500000	8600000	0.4424800	D
816	Chr10	8900000	9000000	0.4964000	D
817	Chr10	9750000	9850000	0.4584300	D
818	Chr10	9900000	10000000	0.3848500	D
819	Chr10	10350000	10450000	0.5464900	D
820	Chr10	10800000	10900000	0.6794400	D
821	Chr10	11200000	11300000	0.6063500	D
822	Chr10	11750000	11850000	0.4893000	D
823	Chr10	12650000	12750000	0.4679000	D
824	Chr10	13850000	13950000	0.7072600	D
825	Chr10	14450000	14550000	0.7468200	D
826	Chr10	15000000	15100000	0.5906000	D
827	Chr10	15200000	15300000	0.5264800	D
828	Chr10	16050000	16150000	0.5263000	D
829	Chr10	16900000	17000000	0.4701100	D
830	Chr10	17550000	17650000	0.6644400	D
831	Chr10	20150000	20250000	0.3067100	D
832	Chr10	21550000	21650000	0.3893100	D
833	Chr10	22150000	22250000	0.5231100	D
834	Chr10	22450000	22550000	0.4053800	D
835	Chr10	23450000	23550000	0.6645100	D
836	Chr10	24850000	24950000	0.6868900	D
837	Chr10	25200000	25300000	0.6710600	D
838	Chr10	25550000	25650000	0.5374700	D
839	Chr10	25900000	26000000	0.5969000	D
840	Chr10	27300000	27400000	0.4539400	D
841	Chr10	28800000	28900000	0.6093700	D
842	Chr10	29750000	29850000	0.6759100	D
843	Chr10	30100000	30200000	0.6503000	D
844	Chr10	30500000	30600000	0.6623900	D
845	Chr10	30900000	31000000	0.6079300	D
846	Chr10	31550000	31650000	0.7209000	D
847	Chr10	32050000	32150000	0.7088500	D
848	Chr10	32850000	32950000	0.6210000	D
849	Chr10	34250000	34350000	0.6740900	D
850	Chr10	34450000	34550000	0.6778100	D
851	Chr10	36150000	36250000	0.7650400	D
852	Chr10	36900000	37000000	0.6213700	D
853	Chr10	38000000	38100000	0.7068200	D
854	Chr10	38200000	38300000	0.6603400	D
855	Chr10	38650000	38750000	0.6023000	D
856	Chr10	39050000	39150000	0.6726700	D
857	Chr10	39450000	39550000	0.7761200	D
858	Chr10	39900000	40000000	0.6511200	D
859	Chr10	40350000	40450000	0.6625300	D
860	Chr10	41000000	41100000	0.6152600	D
861	Chr10	41650000	41750000	0.6352200	D
862	Chr10	42500000	42600000	0.6963200	D
863	Chr10	43050000	43150000	0.5733500	D
864	Chr10	44100000	44200000	0.5819800	D
865	Chr10	44950000	45050000	0.5369200	D
866	Chr10	45850000	45950000	0.6674300	D
867	Chr10	46300000	46400000	0.5376900	D
868	Chr10	47500000	47600000	0.5624400	D
869	Chr10	48600000	48700000	0.5891400	D
870	Chr10	49350000	49450000	0.2394300	D
871	Chr10	50150000	50250000	0.4911800	D
872	Chr10	52550000	52650000	0.6364600	D
873	Chr10	52950000	53050000	0.4508000	D
874	Chr10	53250000	53350000	0.2880300	D
875	Chr10	53850000	53950000	0.3782200	D
876	Chr10	54650000	54750000	0.3372400	D
877	Chr10	55250000	55350000	0.3336800	D
878	Chr10	55700000	55800000	0.5266100	D
879	Chr10	56450000	56550000	0.2924200	D
880	Chr10	59500000	59600000	0.7811300	D
881	Chr10	60200000	60300000	0.6855700	D
882	Chr10	60500000	60600000	0.6070100	D
883	Chr10	0	50000	0.2894400	D
884	Chr10	6050000	6150000	0.3472700	D
885	Chr10	7350000	7450000	0.5940600	D
886	Chr10	13000000	13100000	0.6137200	D
887	Chr10	16650000	16750000	0.7052400	D
888	Chr10	18100000	18200000	0.4994000	D
889	Chr10	19400000	19500000	0.7311800	D
890	Chr10	33300000	33400000	0.6689400	D
891	Chr10	33700000	33800000	0.5780400	D
892	Chr10	43400000	43500000	0.4633400	D
893	Chr10	46800000	46900000	0.5078700	D
894	Chr10	51000000	51100000	0.4270800	D
895	Chr10	54950000	55050000	0.7677500	D
896	Chr10	56250000	56350000	0.3830700	D
897	Chr10	56900000	57000000	0.6437400	D
898	Chr10	59000000	59100000	0.5042900	D
899	Chr10	60950000	61050000	0.4117500	D
900	Chr11	8350000	8450000	0.3252900	D
901	Chr11	25100000	25200000	0.6789900	D
902	Chr11	3100000	3200000	0.3690600	D
903	Chr11	7300000	7400000	0.5132200	D
904	Chr11	13550000	13650000	0.7128900	D
905	Chr11	19850000	19950000	0.5620200	D
906	Chr11	28300000	28400000	0.5996000	D
907	Chr11	30350000	30450000	0.6460200	D
908	Chr11	38750000	38850000	0.5377800	D
909	Chr11	46100000	46200000	0.4932800	D
910	Chr11	48200000	48300000	0.3421300	D
911	Chr11	55500000	55600000	0.2912000	D
912	Chr11	56550000	56650000	0.2753900	D
913	Chr11	2200000	2300000	0.3974800	D
914	Chr11	4000000	4100000	0.5948400	D
915	Chr11	4400000	4500000	0.6738800	D
916	Chr11	7700000	7800000	0.4764000	D
917	Chr11	8600000	8700000	0.4969000	D
918	Chr11	9100000	9200000	0.4381200	D
919	Chr11	9600000	9700000	0.3082300	D
920	Chr11	10000000	10100000	0.6174700	D
921	Chr11	11000000	11100000	0.4809800	D
922	Chr11	11350000	11450000	0.4707500	D
923	Chr11	12000000	12100000	0.3166800	D
924	Chr11	12300000	12400000	0.5209200	D
925	Chr11	13150000	13250000	0.5822900	D
926	Chr11	14100000	14200000	0.4856000	D
927	Chr11	14450000	14550000	0.6115500	D
928	Chr11	15400000	15500000	0.5154500	D
929	Chr11	16100000	16200000	0.6018700	D
930	Chr11	16350000	16450000	0.5134100	D
931	Chr11	17000000	17100000	0.6257000	D
932	Chr11	17300000	17400000	0.4867700	D
933	Chr11	18150000	18250000	0.6088500	D
934	Chr11	18600000	18700000	0.5719400	D
935	Chr11	18950000	19050000	0.6127900	D
936	Chr11	20350000	20450000	0.6084300	D
937	Chr11	21150000	21250000	0.6407000	D
938	Chr11	22600000	22700000	0.6535800	D
939	Chr11	24350000	24450000	0.5796700	D
940	Chr11	24550000	24650000	0.6889500	D
941	Chr11	27600000	27700000	0.7618300	D
942	Chr11	29950000	30050000	0.6975900	D
943	Chr11	30750000	30850000	0.4920300	D
944	Chr11	33750000	33850000	0.4796600	D
945	Chr11	35250000	35350000	0.6104200	D
946	Chr11	36100000	36200000	0.5339100	D
947	Chr11	38050000	38150000	0.4594400	D
948	Chr11	38450000	38550000	0.6055800	D
949	Chr11	39700000	39800000	0.6640500	D
950	Chr11	40150000	40250000	0.4486600	D
951	Chr11	41000000	41100000	0.4811300	D
952	Chr11	41600000	41700000	0.5318400	D
953	Chr11	43700000	43800000	0.5359300	D
954	Chr11	45450000	45550000	0.4062400	D
955	Chr11	46450000	46550000	0.6227400	D
956	Chr11	46650000	46750000	0.5464300	D
957	Chr11	47000000	47100000	0.4042700	D
958	Chr11	47500000	47600000	0.4048900	D
959	Chr11	47700000	47800000	0.3583700	D
960	Chr11	48700000	48800000	0.3457700	D
961	Chr11	48950000	49050000	0.4615400	D
962	Chr11	49350000	49450000	0.2032900	D
963	Chr11	49750000	49850000	0.3893200	D
964	Chr11	50400000	50500000	0.2556700	D
965	Chr11	50700000	50800000	0.4942600	D
966	Chr11	51550000	51650000	0.3288500	D
967	Chr11	51950000	52050000	0.3407300	D
968	Chr11	52900000	53000000	0.2935500	D
969	Chr11	53950000	54050000	0.4154800	D
970	Chr11	55800000	55900000	0.1834200	D
971	Chr11	56200000	56300000	0.2099500	D
972	Chr11	57000000	57100000	0.4130100	D
973	Chr11	57900000	58000000	0.3025700	D
974	Chr11	58300000	58400000	0.2492300	D
975	Chr11	58800000	58900000	0.1630400	D
976	Chr11	59150000	59250000	0.2628600	D
977	Chr11	59500000	59600000	0.3054300	D
978	Chr11	0	50000	0.2350200	D
979	Chr11	550000	650000	0.4733100	D
980	Chr11	5900000	6000000	0.7392100	D
981	Chr11	6300000	6400000	0.5680400	D
982	Chr11	10500000	10600000	0.4820400	D
983	Chr11	20850000	20950000	0.6011600	D
984	Chr11	22050000	22150000	0.5963000	D
985	Chr11	26100000	26200000	0.7488600	D
986	Chr11	26900000	27000000	0.6232500	D
987	Chr11	28050000	28150000	0.6461700	D
988	Chr11	29250000	29350000	0.6492900	D
989	Chr11	31600000	31700000	0.6039400	D
990	Chr11	34500000	34600000	0.5252200	D
991	Chr11	36850000	36950000	0.4735800	D
992	Chr11	37750000	37850000	0.5294800	D
993	Chr11	42350000	42450000	0.4539500	D
994	Chr11	43000000	43100000	0.4013800	D
995	Chr11	44700000	44800000	0.4504900	D
996	Chr11	45750000	45850000	0.2571900	D
997	Chr11	54150000	54250000	0.3682100	D
998	Chr11	54800000	54900000	0.3460100	D
999	Chr11	55200000	55300000	0.1778000	D
1000	Chr11	59900000	60000000	0.2336200	D
1001	Chr12	41900000	42000000	0.4123600	D
1002	Chr12	50300000	50400000	0.5856600	D
1003	Chr12	4100000	4200000	0.3811900	D
1004	Chr12	6200000	6300000	0.4827100	D
1005	Chr12	18850000	18950000	0.5080800	D
1006	Chr12	20950000	21050000	0.6962600	D
1007	Chr12	27200000	27300000	0.6680000	D
1008	Chr12	29350000	29450000	0.6295500	D
1009	Chr12	34550000	34650000	0.4783300	D
1010	Chr12	38700000	38800000	0.4503000	D
1011	Chr12	44000000	44100000	0.4468100	D
1012	Chr12	45000000	45100000	0.4137100	D
1013	Chr12	51300000	51400000	0.3235900	D
1014	Chr12	54450000	54550000	0.1848100	D
1015	Chr12	57600000	57700000	0.1711500	D
1016	Chr12	3250000	3350000	0.4272900	D
1017	Chr12	3650000	3750000	0.3583200	D
1018	Chr12	4900000	5000000	0.6385100	D
1019	Chr12	5700000	5800000	0.5392400	D
1020	Chr12	8100000	8200000	0.4880400	D
1021	Chr12	9100000	9200000	0.7298400	D
1022	Chr12	10150000	10250000	0.4593800	D
1023	Chr12	10550000	10650000	0.5426600	D
1024	Chr12	10950000	11050000	0.6578600	D
1025	Chr12	11900000	12000000	0.5396100	D
1026	Chr12	12250000	12350000	0.5479200	D
1027	Chr12	12400000	12500000	0.7249100	D
1028	Chr12	13500000	13600000	0.5659500	D
1029	Chr12	13950000	14050000	0.6036400	D
1030	Chr12	14350000	14450000	0.6275800	D
1031	Chr12	15250000	15350000	0.6228800	D
1032	Chr12	15800000	15900000	0.6158500	D
1033	Chr12	16300000	16400000	0.6256300	D
1034	Chr12	17100000	17200000	0.6666300	D
1035	Chr12	17900000	18000000	0.6908500	D
1036	Chr12	18450000	18550000	0.5475400	D
1037	Chr12	19650000	19750000	0.6753700	D
1038	Chr12	20300000	20400000	0.5162800	D
1039	Chr12	20750000	20850000	0.5527500	D
1040	Chr12	23500000	23600000	0.6651100	D
1041	Chr12	24600000	24700000	0.7875000	D
1042	Chr12	26050000	26150000	0.6496100	D
1043	Chr12	26550000	26650000	0.6669900	D
1044	Chr12	28550000	28650000	0.5693500	D
1045	Chr12	29000000	29100000	0.6942800	D
1046	Chr12	30850000	30950000	0.6358800	D
1047	Chr12	31300000	31400000	0.5590700	D
1048	Chr12	33650000	33750000	0.5656700	D
1049	Chr12	35100000	35200000	0.3713300	D
1050	Chr12	35700000	35800000	0.4444400	D
1051	Chr12	35900000	36000000	0.6366100	D
1052	Chr12	36400000	36500000	0.3867700	D
1053	Chr12	36800000	36900000	0.5473800	D
1054	Chr12	37200000	37300000	0.5098900	D
1055	Chr12	37950000	38050000	0.6933400	D
1056	Chr12	39400000	39500000	0.5402900	D
1057	Chr12	40300000	40400000	0.4510300	D
1058	Chr12	40950000	41050000	0.3185600	D
1059	Chr12	41400000	41500000	0.5458500	D
1060	Chr12	42150000	42250000	0.3992000	D
1061	Chr12	42850000	42950000	0.3908400	D
1062	Chr12	43350000	43450000	0.4396400	D
1063	Chr12	45400000	45500000	0.3849800	D
1064	Chr12	45700000	45800000	0.3819300	D
1065	Chr12	46000000	46100000	0.3358700	D
1066	Chr12	46500000	46600000	0.3399100	D
1067	Chr12	47050000	47150000	0.3730900	D
1068	Chr12	47300000	47400000	0.3792100	D
1069	Chr12	48550000	48650000	0.3606800	D
1070	Chr12	50000000	50100000	0.1766400	D
1071	Chr12	50900000	51000000	0.2993700	D
1072	Chr12	51850000	51950000	0.1989400	D
1073	Chr12	52550000	52650000	0.3025600	D
1074	Chr12	53150000	53250000	0.3038500	D
1075	Chr12	54050000	54150000	0.1719400	D
1076	Chr12	55900000	56000000	0.2408900	D
1077	Chr12	56950000	57050000	0.2584300	D
1078	Chr12	6700000	6800000	0.4607300	D
1079	Chr12	7100000	7200000	0.4406600	D
1080	Chr12	11300000	11400000	0.6198300	D
1081	Chr12	14550000	14650000	0.5663600	D
1082	Chr12	21500000	21600000	0.7158500	D
1083	Chr12	24000000	24100000	0.7788400	D
1084	Chr12	28200000	28300000	0.6290900	D
1085	Chr12	30300000	30400000	0.6477200	D
1086	Chr12	33950000	34050000	0.4318300	D
1087	Chr12	38300000	38400000	0.5121300	D
1088	Chr12	39200000	39300000	0.3707100	D
1089	Chr12	39850000	39950000	0.3881200	D
1090	Chr12	44450000	44550000	0.6020600	D
1091	Chr12	49550000	49650000	0.2387500	D
1092	Chr12	54800000	54900000	0.2707100	D
1093	Chr12	56250000	56350000	0.3397400	D
1094	Chr13	25100000	25200000	0.6850400	D
1095	Chr13	2000000	2100000	0.3089700	D
1096	Chr13	3100000	3200000	0.2689800	D
1097	Chr13	6200000	6300000	0.6282600	D
1098	Chr13	10400000	10500000	0.5766600	D
1099	Chr13	14650000	14750000	0.5445300	D
1100	Chr13	22000000	22100000	0.7273200	D
1101	Chr13	23050000	23150000	0.5425400	D
1102	Chr13	32450000	32550000	0.6289200	D
1103	Chr13	37700000	37800000	0.4275600	D
1104	Chr13	38750000	38850000	0.7124800	D
1105	Chr13	39800000	39900000	0.5366500	D
1106	Chr13	40800000	40900000	0.5701400	D
1107	Chr13	48150000	48250000	0.4777300	D
1108	Chr13	49250000	49350000	0.3837300	D
1109	Chr13	650000	750000	0.3222200	D
1110	Chr13	1150000	1250000	0.4422400	D
1111	Chr13	1750000	1850000	0.4593500	D
1112	Chr13	2600000	2700000	0.3910100	D
1113	Chr13	4900000	5000000	0.3751600	D
1114	Chr13	6500000	6600000	0.4904100	D
1115	Chr13	7150000	7250000	0.5210600	D
1116	Chr13	7900000	8000000	0.3836600	D
1117	Chr13	8750000	8850000	0.4512200	D
1118	Chr13	11000000	11100000	0.3951100	D
1119	Chr13	12750000	12850000	0.6086300	D
1120	Chr13	13300000	13400000	0.6194000	D
1121	Chr13	13850000	13950000	0.6146100	D
1122	Chr13	14450000	14550000	0.4096100	D
1123	Chr13	15450000	15550000	0.6506300	D
1124	Chr13	15950000	16050000	0.4856900	D
1125	Chr13	16550000	16650000	0.6717700	D
1126	Chr13	17150000	17250000	0.4719200	D
1127	Chr13	17550000	17650000	0.6408100	D
1128	Chr13	18000000	18100000	0.6307600	D
1129	Chr13	18450000	18550000	0.4509900	D
1130	Chr13	20150000	20250000	0.5903000	D
1131	Chr13	20500000	20600000	0.6874600	D
1132	Chr13	23700000	23800000	0.5644200	D
1133	Chr13	24550000	24650000	0.7343000	D
1134	Chr13	25550000	25650000	0.6937900	D
1135	Chr13	25950000	26050000	0.7661800	D
1136	Chr13	27350000	27450000	0.5970000	D
1137	Chr13	28550000	28650000	0.5994900	D
