line	name	dist	year	genome	type
524	LTR-TE12163	0.94	0.671429	A	DIRS
525	LTR-TE12164	0.31	0.221429	A	DIRS
526	LTR-TE12248	6.50	4.64286	A	DIRS
527	LTR-TE12253	2.10	1.5	A	DIRS
528	LTR-TE12281	0.41	0.292857	A	DIRS
529	LTR-TE12305	1.64	1.17143	A	DIRS
530	LTR-TE12311	1.96	1.4	A	DIRS
531	LTR-TE12320	-0.00	0	A	DIRS
532	LTR-TE12333	0.74	0.528571	A	DIRS
533	LTR-TE12334	0.61	0.435714	A	DIRS
534	LTR-TE12350	0.86	0.614286	A	DIRS
535	LTR-TE12363	1.10	0.785714	A	DIRS
536	LTR-TE12364	1.96	1.4	A	DIRS
537	LTR-TE12365	1.03	0.735714	A	DIRS
538	LTR-TE12381	2.51	1.79286	A	DIRS
539	LTR-TE12454	9.02	6.44286	A	DIRS
540	LTR-TE12460	2.24	1.6	A	DIRS
541	LTR-TE12461	3.21	2.29286	A	DIRS
542	LTR-TE12468	1.68	1.2	A	DIRS
543	LTR-TE12475	0.26	0.185714	A	DIRS
544	LTR-TE12476	-0.00	0	A	DIRS
545	LTR-TE12493	3.07	2.19286	A	DIRS
546	LTR-TE12554	0.85	0.607143	A	DIRS
547	LTR-TE12564	2.90	2.07143	A	DIRS
548	LTR-TE12593	3.24	2.31429	A	DIRS
549	LTR-TE12649	1.01	0.721429	A	DIRS
550	LTR-TE12654	0.29	0.207143	A	DIRS
551	LTR-TE12678	2.22	1.58571	A	DIRS
552	LTR-TE12682	0.31	0.221429	A	DIRS
553	LTR-TE12689	2.44	1.74286	A	DIRS
554	LTR-TE12693	10.56	7.54286	A	DIRS
555	LTR-TE12784	6.29	4.49286	A	DIRS
556	LTR-TE12799	1.63	1.16429	A	DIRS
557	LTR-TE12800	5.98	4.27143	A	DIRS
558	LTR-TE12807	0.92	0.657143	A	DIRS
559	LTR-TE12829	2.03	1.45	A	DIRS
560	LTR-TE12847	0.37	0.264286	A	DIRS
561	LTR-TE12855	1.56	1.11429	A	DIRS
562	LTR-TE12898	4.46	3.18571	A	DIRS
563	LTR-TE12922	3.80	2.71429	A	DIRS
564	LTR-TE12931	6.29	4.49286	A	DIRS
565	LTR-TE12932	9.41	6.72143	A	DIRS
566	LTR-TE13006	1.43	1.02143	A	DIRS
567	LTR-TE13033	0.59	0.421429	A	DIRS
568	LTR-TE13038	1.11	0.792857	A	DIRS
569	LTR-TE13051	1.47	1.05	A	DIRS
570	LTR-TE13140	2.30	1.64286	A	DIRS
571	LTR-TE13159	0.17	0.121429	A	DIRS
572	LTR-TE13165	0.80	0.571429	A	DIRS
573	LTR-TE13167	0.16	0.114286	A	DIRS
574	LTR-TE13175	0.83	0.592857	A	DIRS
575	LTR-TE13214	6.22	4.44286	A	DIRS
576	LTR-TE13218	1.57	1.12143	A	DIRS
577	LTR-TE13223	3.17	2.26429	A	DIRS
578	LTR-TE13241	4.61	3.29286	A	DIRS
579	LTR-TE13263	8.72	6.22857	A	DIRS
580	LTR-TE13298	9.85	7.03571	A	DIRS
581	LTR-TE13323	6.34	4.52857	A	DIRS
582	LTR-TE13324	3.74	2.67143	A	DIRS
583	LTR-TE13340	2.95	2.10714	A	DIRS
584	LTR-TE13386	3.61	2.57857	A	DIRS
585	LTR-TE13431	0.38	0.271429	A	DIRS
586	LTR-TE13439	1.92	1.37143	A	DIRS
587	LTR-TE13446	2.46	1.75714	A	DIRS
588	LTR-TE13448	3.62	2.58571	A	DIRS
589	LTR-TE13449	1.39	0.992857	A	DIRS
590	LTR-TE13593	0.76	0.542857	A	DIRS
591	LTR-TE13595	2.29	1.63571	A	DIRS
592	LTR-TE13605	3.33	2.37857	A	DIRS
593	LTR-TE13612	0.78	0.557143	A	DIRS
594	LTR-TE13615	1.11	0.792857	A	DIRS
595	LTR-TE13657	1.67	1.19286	A	DIRS
596	LTR-TE13658	0.67	0.478571	A	DIRS
597	LTR-TE13662	2.30	1.64286	A	DIRS
598	LTR-TE13707	1.10	0.785714	A	DIRS
599	LTR-TE13731	0.95	0.678571	A	DIRS
600	LTR-TE13753	0.57	0.407143	A	DIRS
601	LTR-TE13811	0.25	0.178571	A	DIRS
602	LTR-TE13856	3.76	2.68571	A	DIRS
603	LTR-TE13857	1.44	1.02857	A	DIRS
604	LTR-TE13858	0.77	0.55	A	DIRS
605	LTR-TE13868	0.88	0.628571	A	DIRS
606	LTR-TE13885	1.37	0.978571	A	DIRS
607	LTR-TE13909	4.55	3.25	A	DIRS
608	LTR-TE13910	0.28	0.2	A	DIRS
609	LTR-TE13929	0.26	0.185714	A	DIRS
610	LTR-TE13932	1.85	1.32143	A	DIRS
611	LTR-TE13978	0.89	0.635714	A	DIRS
612	LTR-TE13987	0.68	0.485714	A	DIRS
613	LTR-TE14021	0.80	0.571429	A	DIRS
614	LTR-TE14026	2.21	1.57857	A	DIRS
615	LTR-TE14053	10.67	7.62143	A	DIRS
616	LTR-TE14058	2.05	1.46429	A	DIRS
617	LTR-TE14072	0.22	0.157143	A	DIRS
618	LTR-TE14077	1.08	0.771429	A	DIRS
619	LTR-TE14194	1.11	0.792857	A	DIRS
620	LTR-TE14238	1.79	1.27857	A	DIRS
621	LTR-TE14250	0.84	0.6	A	DIRS
622	LTR-TE14268	1.68	1.2	A	DIRS
623	LTR-TE14291	0.76	0.542857	A	DIRS
624	LTR-TE14305	2.99	2.13571	A	DIRS
625	LTR-TE14319	3.54	2.52857	A	DIRS
626	LTR-TE14322	4.49	3.20714	A	DIRS
627	LTR-TE14337	5.21	3.72143	A	DIRS
628	LTR-TE14348	0.68	0.485714	A	DIRS
629	LTR-TE14356	7.37	5.26429	A	DIRS
630	LTR-TE14366	1.64	1.17143	A	DIRS
631	LTR-TE14367	0.60	0.428571	A	DIRS
632	LTR-TE14382	1.33	0.95	A	DIRS
633	LTR-TE14383	1.47	1.05	A	DIRS
634	LTR-TE14390	3.31	2.36429	A	DIRS
635	LTR-TE14433	0.72	0.514286	A	DIRS
636	LTR-TE14434	0.39	0.278571	A	DIRS
637	LTR-TE14467	2.27	1.62143	A	DIRS
638	LTR-TE14477	0.72	0.514286	A	DIRS
639	LTR-TE14479	1.57	1.12143	A	DIRS
640	LTR-TE14493	1.52	1.08571	A	DIRS
641	LTR-TE14494	5.13	3.66429	A	DIRS
642	LTR-TE14538	0.06	0.0428571	A	DIRS
643	LTR-TE14544	6.55	4.67857	A	DIRS
644	LTR-TE14556	2.15	1.53571	A	DIRS
645	LTR-TE14599	1.05	0.75	A	DIRS
646	LTR-TE14619	0.73	0.521429	A	DIRS
647	LTR-TE14637	4.81	3.43571	A	DIRS
648	LTR-TE14674	6.54	4.67143	A	DIRS
649	LTR-TE14694	0.85	0.607143	A	DIRS
650	LTR-TE14705	0.19	0.135714	A	DIRS
651	LTR-TE14706	0.51	0.364286	A	DIRS
652	LTR-TE14715	0.13	0.0928571	A	DIRS
653	LTR-TE14736	0.70	0.5	A	DIRS
654	LTR-TE14741	0.77	0.55	A	DIRS
655	LTR-TE14742	0.79	0.564286	A	DIRS
656	LTR-TE14746	4.52	3.22857	A	DIRS
657	LTR-TE14775	8.64	6.17143	A	DIRS
658	LTR-TE14784	3.07	2.19286	A	DIRS
659	LTR-TE14791	0.97	0.692857	A	DIRS
660	LTR-TE14800	6.72	4.8	A	DIRS
661	LTR-TE14813	4.21	3.00714	A	DIRS
662	LTR-TE14843	2.98	2.12857	A	DIRS
663	LTR-TE14846	2.66	1.9	A	DIRS
664	LTR-TE14877	3.19	2.27857	A	DIRS
665	LTR-TE14917	2.38	1.7	A	DIRS
666	LTR-TE14934	1.48	1.05714	A	DIRS
667	LTR-TE15060	1.82	1.3	A	DIRS
668	LTR-TE15086	1.30	0.928571	A	DIRS
669	LTR-TE15114	12.22	8.72857	A	DIRS
670	LTR-TE15120	1.77	1.26429	A	DIRS
671	LTR-TE15127	1.85	1.32143	A	DIRS
672	LTR-TE15160	0.56	0.4	A	DIRS
673	LTR-TE15169	0.13	0.0928571	A	DIRS
674	LTR-TE15196	0.23	0.164286	A	DIRS
675	LTR-TE15206	5.42	3.87143	A	DIRS
676	LTR-TE15244	1.33	0.95	A	DIRS
677	LTR-TE15310	1.58	1.12857	A	DIRS
678	LTR-TE15311	0.63	0.45	A	DIRS
679	LTR-TE15322	0.73	0.521429	A	DIRS
680	LTR-TE15353	0.22	0.157143	A	DIRS
681	LTR-TE15369	1.77	1.26429	A	DIRS
682	LTR-TE15438	2.85	2.03571	A	DIRS
683	LTR-TE15439	0.38	0.271429	A	DIRS
684	LTR-TE15441	1.61	1.15	A	DIRS
685	LTR-TE15457	0.54	0.385714	A	DIRS
686	LTR-TE15473	0.50	0.357143	A	DIRS
687	LTR-TE15494	0.38	0.271429	A	DIRS
688	LTR-TE15511	1.20	0.857143	A	DIRS
689	LTR-TE15592	1.28	0.914286	A	DIRS
690	LTR-TE15594	2.87	2.05	A	DIRS
691	LTR-TE15598	1.81	1.29286	A	DIRS
692	LTR-TE15607	0.62	0.442857	A	DIRS
693	LTR-TE15662	0.73	0.521429	A	DIRS
694	LTR-TE15676	3.60	2.57143	A	DIRS
695	LTR-TE15685	1.75	1.25	A	DIRS
696	LTR-TE15702	0.37	0.264286	A	DIRS
697	LTR-TE15744	0.52	0.371429	A	DIRS
698	LTR-TE15771	0.51	0.364286	A	DIRS
699	LTR-TE15788	4.27	3.05	A	DIRS
700	LTR-TE15806	1.27	0.907143	A	DIRS
701	LTR-TE15830	1.37	0.978571	A	DIRS
702	LTR-TE15831	4.78	3.41429	A	DIRS
703	LTR-TE15855	0.81	0.578571	A	DIRS
704	LTR-TE15869	0.31	0.221429	A	DIRS
705	LTR-TE15890	3.07	2.19286	A	DIRS
706	LTR-TE15907	1.35	0.964286	A	DIRS
707	LTR-TE15923	2.68	1.91429	A	DIRS
708	LTR-TE15941	1.98	1.41429	A	DIRS
709	LTR-TE15946	1.57	1.12143	A	DIRS
710	LTR-TE15952	2.72	1.94286	A	DIRS
711	LTR-TE15959	0.63	0.45	A	DIRS
712	LTR-TE15968	5.91	4.22143	A	DIRS
713	LTR-TE15969	4.48	3.2	A	DIRS
714	LTR-TE16003	3.13	2.23571	A	DIRS
715	LTR-TE16018	1.88	1.34286	A	DIRS
716	LTR-TE16024	2.36	1.68571	A	DIRS
717	LTR-TE16061	5.43	3.87857	A	DIRS
718	LTR-TE16062	3.86	2.75714	A	DIRS
719	LTR-TE16109	3.49	2.49286	A	DIRS
720	LTR-TE16120	1.02	0.728571	A	DIRS
721	LTR-TE16121	3.34	2.38571	A	DIRS
722	LTR-TE16122	1.14	0.814286	A	DIRS
723	LTR-TE16130	3.18	2.27143	A	DIRS
724	LTR-TE16144	0.76	0.542857	A	DIRS
725	LTR-TE16181	0.61	0.435714	A	DIRS
726	LTR-TE16185	0.97	0.692857	A	DIRS
727	LTR-TE16202	4.34	3.1	A	DIRS
728	LTR-TE16203	-0.00	0	A	DIRS
729	LTR-TE16236	1.04	0.742857	A	DIRS
730	LTR-TE16251	1.08	0.771429	A	DIRS
731	LTR-TE16279	2.01	1.43571	A	DIRS
732	LTR-TE16286	1.80	1.28571	A	DIRS
733	LTR-TE16287	7.54	5.38571	A	DIRS
734	LTR-TE16292	0.77	0.55	A	DIRS
735	LTR-TE16293	-0.00	0	A	DIRS
736	LTR-TE16295	6.05	4.32143	A	DIRS
737	LTR-TE16361	6.64	4.74286	A	DIRS
738	LTR-TE16374	1.06	0.757143	A	DIRS
739	LTR-TE16383	4.56	3.25714	A	DIRS
740	LTR-TE16416	0.25	0.178571	A	DIRS
741	LTR-TE16460	6.03	4.30714	A	DIRS
742	LTR-TE16563	3.58	2.55714	A	DIRS
743	LTR-TE16573	2.28	1.62857	A	DIRS
744	LTR-TE16601	2.59	1.85	A	DIRS
745	LTR-TE16618	1.32	0.942857	A	DIRS
746	LTR-TE16664	2.98	2.12857	A	DIRS
747	LTR-TE16670	0.77	0.55	A	DIRS
748	LTR-TE16715	0.30	0.214286	A	DIRS
749	LTR-TE16732	0.22	0.157143	A	DIRS
750	LTR-TE16754	0.45	0.321429	A	DIRS
751	LTR-TE16755	0.31	0.221429	A	DIRS
752	LTR-TE16763	2.82	2.01429	A	DIRS
753	LTR-TE16764	1.85	1.32143	A	DIRS
754	LTR-TE16790	5.73	4.09286	A	DIRS
755	LTR-TE16911	1.10	0.785714	A	DIRS
756	LTR-TE16915	0.63	0.45	A	DIRS
757	LTR-TE16919	1.58	1.12857	A	DIRS
758	LTR-TE17025	1.41	1.00714	A	DIRS
759	LTR-TE17044	0.38	0.271429	A	DIRS
760	LTR-TE17052	0.34	0.242857	A	DIRS
761	LTR-TE17071	1.34	0.957143	A	DIRS
762	LTR-TE17078	2.06	1.47143	A	DIRS
763	LTR-TE17083	0.90	0.642857	A	DIRS
764	LTR-TE17117	1.07	0.764286	A	DIRS
765	LTR-TE17146	0.15	0.107143	A	DIRS
766	LTR-TE17170	1.66	1.18571	A	DIRS
767	LTR-TE17203	1.39	0.992857	A	DIRS
768	LTR-TE17204	1.17	0.835714	A	DIRS
769	LTR-TE17214	1.16	0.828571	A	DIRS
770	LTR-TE17239	0.25	0.178571	A	DIRS
771	LTR-TE17257	0.66	0.471429	A	DIRS
772	LTR-TE17259	2.14	1.52857	A	DIRS
773	LTR-TE17260	1.06	0.757143	A	DIRS
774	LTR-TE17262	1.39	0.992857	A	DIRS
775	LTR-TE17280	0.50	0.357143	A	DIRS
776	LTR-TE17289	0.63	0.45	A	DIRS
777	LTR-TE17350	0.09	0.0642857	A	DIRS
778	LTR-TE17359	3.72	2.65714	A	DIRS
779	LTR-TE17363	10.19	7.27857	A	DIRS
780	LTR-TE17364	4.88	3.48571	A	DIRS
781	LTR-TE17365	7.45	5.32143	A	DIRS
782	LTR-TE17366	6.69	4.77857	A	DIRS
783	LTR-TE17379	6.02	4.3	A	DIRS
784	LTR-TE17387	0.41	0.292857	A	DIRS
785	LTR-TE17389	1.33	0.95	A	DIRS
786	LTR-TE17429	2.90	2.07143	A	DIRS
787	LTR-TE17475	1.22	0.871429	A	DIRS
788	LTR-TE17480	4.44	3.17143	A	DIRS
789	LTR-TE17516	6.86	4.9	A	DIRS
790	LTR-TE17517	0.63	0.45	A	DIRS
791	LTR-TE17529	0.99	0.707143	A	DIRS
792	LTR-TE17532	0.86	0.614286	A	DIRS
793	LTR-TE17535	6.81	4.86429	A	DIRS
794	LTR-TE17536	0.84	0.6	A	DIRS
795	LTR-TE17586	11.54	8.24286	A	DIRS
796	LTR-TE17594	11.39	8.13571	A	DIRS
797	LTR-TE17622	0.56	0.4	A	DIRS
798	LTR-TE17623	0.12	0.0857143	A	DIRS
799	LTR-TE17625	1.25	0.892857	A	DIRS
800	LTR-TE17644	3.49	2.49286	A	DIRS
801	LTR-TE17647	1.25	0.892857	A	DIRS
802	LTR-TE17667	2.31	1.65	A	DIRS
803	LTR-TE17674	3.03	2.16429	A	DIRS
804	LTR-TE17678	2.86	2.04286	A	DIRS
805	LTR-TE17702	2.20	1.57143	A	DIRS
806	LTR-TE17704	1.99	1.42143	A	DIRS
807	LTR-TE17722	1.31	0.935714	A	DIRS
808	LTR-TE17735	8.44	6.02857	A	DIRS
809	LTR-TE17756	1.28	0.914286	A	DIRS
810	LTR-TE17769	0.27	0.192857	A	DIRS
811	LTR-TE17773	4.53	3.23571	A	DIRS
812	LTR-TE17774	10.23	7.30714	A	DIRS
813	LTR-TE17775	4.38	3.12857	A	DIRS
814	LTR-TE17810	4.03	2.87857	A	DIRS
815	LTR-TE17822	1.75	1.25	A	DIRS
816	LTR-TE17824	2.25	1.60714	A	DIRS
817	LTR-TE17828	2.67	1.90714	A	DIRS
818	LTR-TE17836	1.45	1.03571	A	DIRS
819	LTR-TE17899	2.41	1.72143	A	DIRS
820	LTR-TE17907	-0.00	0	A	DIRS
821	LTR-TE17940	2.52	1.8	A	DIRS
822	LTR-TE17956	2.66	1.9	A	DIRS
823	LTR-TE17988	2.50	1.78571	A	DIRS
824	LTR-TE17995	6.97	4.97857	A	DIRS
825	LTR-TE18016	7.71	5.50714	A	DIRS
826	LTR-TE18017	2.54	1.81429	A	DIRS
827	LTR-TE18041	1.64	1.17143	A	DIRS
828	LTR-TE18052	1.62	1.15714	A	DIRS
829	LTR-TE18084	2.07	1.47857	A	DIRS
830	LTR-TE18125	1.16	0.828571	A	DIRS
831	LTR-TE18163	0.47	0.335714	A	DIRS
832	LTR-TE18164	0.78	0.557143	A	DIRS
833	LTR-TE18171	0.57	0.407143	A	DIRS
834	LTR-TE18201	0.93	0.664286	A	DIRS
835	LTR-TE18220	4.76	3.4	A	DIRS
836	LTR-TE18229	0.47	0.335714	A	DIRS
837	LTR-TE18250	1.74	1.24286	A	DIRS
838	LTR-TE18298	0.49	0.35	A	DIRS
839	LTR-TE18319	0.86	0.614286	A	DIRS
840	LTR-TE18323	1.25	0.892857	A	DIRS
841	LTR-TE18355	1.46	1.04286	A	DIRS
842	LTR-TE18357	5.22	3.72857	A	DIRS
843	LTR-TE18358	2.80	2	A	DIRS
844	LTR-TE18375	1.46	1.04286	A	DIRS
845	LTR-TE18397	3.51	2.50714	A	DIRS
846	LTR-TE18430	0.59	0.421429	A	DIRS
847	LTR-TE18469	0.98	0.7	A	DIRS
848	LTR-TE18474	0.93	0.664286	A	DIRS
849	LTR-TE18493	2.99	2.13571	A	DIRS
850	LTR-TE18503	1.88	1.34286	A	DIRS
851	LTR-TE18514	1.80	1.28571	A	DIRS
852	LTR-TE18524	2.94	2.1	A	DIRS
853	LTR-TE18555	0.50	0.357143	A	DIRS
854	LTR-TE18579	0.53	0.378571	A	DIRS
855	LTR-TE18624	4.89	3.49286	A	DIRS
856	LTR-TE18625	0.72	0.514286	A	DIRS
857	LTR-TE18638	2.82	2.01429	A	DIRS
858	LTR-TE18649	0.82	0.585714	A	DIRS
859	LTR-TE18670	0.52	0.371429	A	DIRS
860	LTR-TE18685	0.83	0.592857	A	DIRS
861	LTR-TE18690	2.20	1.57143	A	DIRS
862	LTR-TE18700	2.50	1.78571	A	DIRS
863	LTR-TE18724	0.61	0.435714	A	DIRS
864	LTR-TE18740	2.67	1.90714	A	DIRS
865	LTR-TE18776	1.77	1.26429	A	DIRS
866	LTR-TE18875	2.38	1.7	A	DIRS
867	LTR-TE18934	1.12	0.8	A	DIRS
868	LTR-TE18937	1.05	0.75	A	DIRS
869	LTR-TE18956	0.66	0.471429	A	DIRS
870	LTR-TE18975	3.75	2.67857	A	DIRS
871	LTR-TE19016	2.00	1.42857	A	DIRS
872	LTR-TE19023	0.62	0.442857	A	DIRS
873	LTR-TE19036	1.07	0.764286	A	DIRS
874	LTR-TE19055	4.10	2.92857	A	DIRS
875	LTR-TE19081	1.05	0.75	A	DIRS
876	LTR-TE19100	3.04	2.17143	A	DIRS
877	LTR-TE19317	3.39	2.42143	A	DIRS
878	LTR-TE19331	1.33	0.95	A	DIRS
879	LTR-TE19346	4.31	3.07857	A	DIRS
880	LTR-TE19398	1.26	0.9	A	DIRS
881	LTR-TE19420	0.81	0.578571	A	DIRS
882	LTR-TE19491	2.00	1.42857	A	DIRS
883	LTR-TE19526	3.24	2.31429	A	DIRS
884	LTR-TE19571	0.53	0.378571	A	DIRS
885	LTR-TE19580	2.09	1.49286	A	DIRS
886	LTR-TE19596	0.50	0.357143	A	DIRS
887	LTR-TE19615	0.66	0.471429	A	DIRS
888	LTR-TE19629	1.41	1.00714	A	DIRS
889	LTR-TE19657	1.01	0.721429	A	DIRS
890	LTR-TE19662	1.05	0.75	A	DIRS
891	LTR-TE19663	0.26	0.185714	A	DIRS
892	LTR-TE19696	13.65	9.75	A	DIRS
893	LTR-TE19712	5.35	3.82143	A	DIRS
894	LTR-TE19715	0.46	0.328571	A	DIRS
895	LTR-TE19716	0.35	0.25	A	DIRS
896	LTR-TE19746	0.92	0.657143	A	DIRS
897	LTR-TE19767	1.82	1.3	A	DIRS
898	LTR-TE19833	0.25	0.178571	A	DIRS
899	LTR-TE19835	3.12	2.22857	A	DIRS
900	LTR-TE19836	2.32	1.65714	A	DIRS
901	LTR-TE19890	0.19	0.135714	A	DIRS
902	LTR-TE19896	0.37	0.264286	A	DIRS
903	LTR-TE19899	0.54	0.385714	A	DIRS
904	LTR-TE19921	0.49	0.35	A	DIRS
905	LTR-TE19925	0.86	0.614286	A	DIRS
906	LTR-TE19980	3.39	2.42143	A	DIRS
907	LTR-TE20041	0.09	0.0642857	A	DIRS
908	LTR-TE20050	0.88	0.628571	A	DIRS
909	LTR-TE20072	1.30	0.928571	A	DIRS
910	LTR-TE20106	0.72	0.514286	A	DIRS
911	LTR-TE20122	2.72	1.94286	A	DIRS
912	LTR-TE20124	2.20	1.57143	A	DIRS
913	LTR-TE20177	0.28	0.2	A	DIRS
914	LTR-TE20219	0.54	0.385714	A	DIRS
915	LTR-TE20222	0.55	0.392857	A	DIRS
916	LTR-TE20224	0.57	0.407143	A	DIRS
917	LTR-TE20225	-0.00	0	A	DIRS
918	LTR-TE20256	0.55	0.392857	A	DIRS
919	LTR-TE20281	2.15	1.53571	A	DIRS
920	LTR-TE20296	1.60	1.14286	A	DIRS
921	LTR-TE20299	2.40	1.71429	A	DIRS
922	LTR-TE20307	0.63	0.45	A	DIRS
923	LTR-TE20319	8.91	6.36429	A	DIRS
924	LTR-TE20372	2.11	1.50714	A	DIRS
925	LTR-TE20425	0.95	0.678571	A	DIRS
926	LTR-TE20456	-0.00	0	A	DIRS
927	LTR-TE20459	0.91	0.65	A	DIRS
928	LTR-TE20462	2.00	1.42857	A	DIRS
929	LTR-TE20463	2.66	1.9	A	DIRS
930	LTR-TE20514	0.83	0.592857	A	DIRS
931	LTR-TE20530	0.39	0.278571	A	DIRS
932	LTR-TE20544	1.81	1.29286	A	DIRS
933	LTR-TE20546	2.67	1.90714	A	DIRS
934	LTR-TE20653	5.23	3.73571	A	DIRS
935	LTR-TE20660	0.73	0.521429	A	DIRS
936	LTR-TE20690	1.60	1.14286	A	DIRS
937	LTR-TE20701	0.57	0.407143	A	DIRS
938	LTR-TE20719	6.57	4.69286	A	DIRS
939	LTR-TE20723	1.21	0.864286	A	DIRS
940	LTR-TE20753	0.47	0.335714	A	DIRS
941	LTR-TE20825	1.71	1.22143	A	DIRS
942	LTR-TE20853	0.60	0.428571	A	DIRS
943	LTR-TE20874	0.32	0.228571	A	DIRS
944	LTR-TE20912	1.85	1.32143	A	DIRS
945	LTR-TE20919	6.38	4.55714	A	DIRS
946	LTR-TE20926	0.80	0.571429	A	DIRS
947	LTR-TE20983	0.12	0.0857143	A	DIRS
948	LTR-TE21005	1.53	1.09286	A	DIRS
949	LTR-TE21035	2.57	1.83571	A	DIRS
950	LTR-TE21045	2.72	1.94286	A	DIRS
951	LTR-TE21059	4.66	3.32857	A	DIRS
952	LTR-TE21060	2.41	1.72143	A	DIRS
953	LTR-TE21068	4.80	3.42857	A	DIRS
954	LTR-TE21091	6.53	4.66429	A	DIRS
955	LTR-TE21121	0.89	0.635714	A	DIRS
956	LTR-TE21126	2.41	1.72143	A	DIRS
957	LTR-TE21133	1.79	1.27857	A	DIRS
958	LTR-TE21164	2.06	1.47143	A	DIRS
959	LTR-TE21179	1.52	1.08571	A	DIRS
960	LTR-TE21208	0.53	0.378571	A	DIRS
961	LTR-TE21209	7.30	5.21429	A	DIRS
962	LTR-TE21218	5.46	3.9	A	DIRS
963	LTR-TE21227	0.73	0.521429	A	DIRS
964	LTR-TE21281	0.66	0.471429	A	DIRS
965	LTR-TE21294	2.13	1.52143	A	DIRS
966	LTR-TE21302	0.32	0.228571	A	DIRS
967	LTR-TE21328	1.39	0.992857	A	DIRS
968	LTR-TE21337	1.32	0.942857	A	DIRS
969	LTR-TE21369	1.78	1.27143	A	DIRS
970	LTR-TE21412	2.61	1.86429	A	DIRS
971	LTR-TE21437	2.88	2.05714	A	DIRS
972	LTR-TE21460	0.69	0.492857	A	DIRS
973	LTR-TE21498	1.27	0.907143	A	DIRS
974	LTR-TE21520	2.77	1.97857	A	DIRS
975	LTR-TE21545	0.69	0.492857	A	DIRS
976	LTR-TE21548	2.72	1.94286	A	DIRS
977	LTR-TE21570	4.51	3.22143	A	DIRS
978	LTR-TE15	2.88	2.05714	D	DIRS
979	LTR-TE16	2.11	1.50714	D	DIRS
980	LTR-TE95	8.01	5.72143	D	DIRS
981	LTR-TE102	2.15	1.53571	D	DIRS
982	LTR-TE134	1.03	0.735714	D	DIRS
983	LTR-TE136	1.41	1.00714	D	DIRS
984	LTR-TE200	7.47	5.33571	D	DIRS
985	LTR-TE216	5.92	4.22857	D	DIRS
986	LTR-TE229	1.60	1.14286	D	DIRS
987	LTR-TE237	5.19	3.70714	D	DIRS
988	LTR-TE287	1.89	1.35	D	DIRS
989	LTR-TE306	-0.00	0	D	DIRS
990	LTR-TE319	3.24	2.31429	D	DIRS
991	LTR-TE344	5.55	3.96429	D	DIRS
992	LTR-TE367	0.90	0.642857	D	DIRS
993	LTR-TE376	3.65	2.60714	D	DIRS
994	LTR-TE415	2.74	1.95714	D	DIRS
995	LTR-TE434	2.12	1.51429	D	DIRS
996	LTR-TE439	2.73	1.95	D	DIRS
997	LTR-TE442	1.60	1.14286	D	DIRS
998	LTR-TE447	6.46	4.61429	D	DIRS
999	LTR-TE478	0.64	0.457143	D	DIRS
1000	LTR-TE566	1.79	1.27857	D	DIRS
1001	LTR-TE644	4.60	3.28571	D	DIRS
1002	LTR-TE667	1.99	1.42143	D	DIRS
1003	LTR-TE668	1.11	0.792857	D	DIRS
1004	LTR-TE727	0.81	0.578571	D	DIRS
1005	LTR-TE747	2.28	1.62857	D	DIRS
1006	LTR-TE748	3.07	2.19286	D	DIRS
1007	LTR-TE774	3.22	2.3	D	DIRS
1008	LTR-TE788	-0.00	0	D	DIRS
1009	LTR-TE837	11.44	8.17143	D	DIRS
1010	LTR-TE874	3.05	2.17857	D	DIRS
1011	LTR-TE897	2.29	1.63571	D	DIRS
1012	LTR-TE898	3.51	2.50714	D	DIRS
1013	LTR-TE906	2.88	2.05714	D	DIRS
1014	LTR-TE907	3.61	2.57857	D	DIRS
1015	LTR-TE947	1.30	0.928571	D	DIRS
1016	LTR-TE951	12.06	8.61429	D	DIRS
1017	LTR-TE990	9.58	6.84286	D	DIRS
1018	LTR-TE1053	2.61	1.86429	D	DIRS
1019	LTR-TE1062	2.20	1.57143	D	DIRS
1020	LTR-TE1104	2.41	1.72143	D	DIRS
1021	LTR-TE1154	0.61	0.435714	D	DIRS
1022	LTR-TE1155	-0.00	0	D	DIRS
1023	LTR-TE1188	0.58	0.414286	D	DIRS
1024	LTR-TE1208	1.58	1.12857	D	DIRS
1025	LTR-TE1254	1.55	1.10714	D	DIRS
1026	LTR-TE1319	0.64	0.457143	D	DIRS
1027	LTR-TE1321	1.01	0.721429	D	DIRS
1028	LTR-TE1338	1.42	1.01429	D	DIRS
1029	LTR-TE1383	3.16	2.25714	D	DIRS
1030	LTR-TE1386	1.53	1.09286	D	DIRS
1031	LTR-TE1395	3.79	2.70714	D	DIRS
1032	LTR-TE1397	1.62	1.15714	D	DIRS
1033	LTR-TE1416	3.70	2.64286	D	DIRS
1034	LTR-TE1419	1.57	1.12143	D	DIRS
1035	LTR-TE1423	2.40	1.71429	D	DIRS
1036	LTR-TE1465	2.28	1.62857	D	DIRS
1037	LTR-TE1473	3.21	2.29286	D	DIRS
1038	LTR-TE1476	1.36	0.971429	D	DIRS
1039	LTR-TE1486	5.03	3.59286	D	DIRS
1040	LTR-TE1620	5.74	4.1	D	DIRS
1041	LTR-TE1621	4.61	3.29286	D	DIRS
1042	LTR-TE1628	1.04	0.742857	D	DIRS
1043	LTR-TE1656	4.02	2.87143	D	DIRS
1044	LTR-TE1676	1.01	0.721429	D	DIRS
